4012.3.1.4	PF22702	5	4922649	e9k4hA3	9k4h_A	pdb		4526855
4012.3.1.4	PF22702	5	4922661	e9w7qA3	9w7q_A	pdb		4526867
4012.3.1.4	PF22702	5	4922657	e9waaA3	9waa_A	pdb		4526863
101.1.9.84	PF00376,PF13411	10	3951748	P9WME7_F1_nD1	P9WME7_F1	afdb	90	3531015
101.1.9.84	PF00376,PF13411	10	3949438	Q7APZ4_F1_nD1	Q7APZ4_F1	afdb	85	3597183
101.1.9.84	PF00376,PF13411	10	3962171	X8F8T4_F1_nD1	X8F8T4_F1	afdb	80	3473946
101.1.9.84	PF00376,PF13411	10	3281873	K0F0W5_F1_nD1	K0F0W5_F1	afdb	230	3361336
101.1.9.84	PF00376,PF13411	10	4169106	P9WME6_nD1	P9WME6_F1	afdb	90	3779991
101.1.9.84	PF00376,PF13411	10	4243774	P67670_nD1	P67670_F1	afdb	95	3854656
101.1.9.84	PF00376,PF13411	10	163703	e2dg6A1	2dg6_A	pdb	214	1555545
101.1.9.84	PF00376,PF13411	10	3284686	K0ETU8_F1_nD1	K0ETU8_F1	afdb	230	3365198
101.1.9.84	PF00376,PF13411	10	3282088	K0EVC2_F1_nD1	K0EVC2_F1	afdb	95	3361630
101.1.9.84	PF00376,PF13411	10	3278868	K0EYB2_F1_nD1	K0EYB2_F1	afdb	85	3357240
5.1.4.359	PF00400,PF04003,PF12894	7	4912086	e9n70LO2	9n70_LO	pdb		4516292
5.1.4.359	PF00400,PF04003,PF12894	7	4912068	e9n73LO2	9n73_LO	pdb		4516274
5.1.4.359	PF00400,PF04003,PF12894	7	4912071	e9n74LO2	9n74_LO	pdb		4516277
5.1.4.359	PF00400,PF04003,PF12894	7	4912098	e9n77LO2	9n77_LO	pdb		4516304
5.1.4.359	PF00400,PF04003,PF12894	7	4912089	e9n72LO2	9n72_LO	pdb		4516295
5.1.4.359	PF00400,PF04003,PF12894	7	4912092	e9n75LO2	9n75_LO	pdb		4516298
5.1.4.359	PF00400,PF04003,PF12894	7	4912095	e9n76LO2	9n76_LO	pdb		4516301
7516.1.1.117	PF00535,PF03552,PF13632	16	4815849	e7lbyA01	7lby_A	pdb	544	4421957
7516.1.1.117	PF00535,PF03552,PF13632	16	4879907	e9b8vE01	9b8v_E	pdb	544	4486015
7516.1.1.117	PF00535,PF03552,PF13632	16	3942422	A0A0H3GX37_F1_nD3	A0A0H3GX37_F1	afdb	580	3486480
7516.1.1.117	PF00535,PF03552,PF13632	16	3984275	Q327T3_F1_nD3	Q327T3_F1	afdb	580	3542797
7516.1.1.117	PF00535,PF03552,PF13632	16	3978188	Q93IN2_F1_nD3	Q93IN2_F1	afdb	580	3505140
7516.1.1.117	PF00535,PF03552,PF13632	16	4254412	P19449_nD1	P19449_F1	afdb	600	3865324
7516.1.1.117	PF00535,PF03552,PF13632	16	4377555	Q8Z291_nD3	Q8Z291_F1	afdb	590	3988533
7516.1.1.117	PF00535,PF03552,PF13632	16	4346712	Q9WX61_nD2	Q9WX61_F1	afdb	560	3957673
7516.1.1.117	PF00535,PF03552,PF13632	16	4582226	O82859_nD2	O82859_F1	afdb	570	4193280
7516.1.1.117	PF00535,PF03552,PF13632	16	4630971	Q9WX75_nD1	Q9WX75_F1	afdb	585	4242069
7516.1.1.117	PF00535,PF03552,PF13632	16	5282625	e9fmzA1	9fmz_A	pdb	544	5139197
7516.1.1.117	PF00535,PF03552,PF13632	16	5282826	e9fnnA1	9fnn_A	pdb	544	5139398
7516.1.1.117	PF00535,PF03552,PF13632	16	5283253	e9fp0A1	9fp0_A	pdb	544	5139825
7516.1.1.117	PF00535,PF03552,PF13632	16	4882668	e9fmvA01	9fmv_A	pdb	544	4488776
7516.1.1.117	PF00535,PF03552,PF13632	16	4449525	P58932_nD1	P58932_F1	afdb	575	4060501
7516.1.1.117	PF00535,PF03552,PF13632	16	4004926	P37653_F1_nD3	P37653_F1	afdb	590	3516748
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	1557590	e4u08A1	4u08_A	pdb	391	1529317
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	1557591	e4u08B1	4u08_B	pdb	391	1529318
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2725425	e7d2sA1	7d2s_A	pdb	206	2093446
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2721228	e7d2tA1	7d2t_A	pdb	247	2093439
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2725428	e7d2tC1	7d2t_C	pdb	247	2093447
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2725433	e7d2uA1	7d2u_A	pdb	247	2093448
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3370026	A0A0R0FGD6_F1_nD1	A0A0R0FGD6_F1	afdb	410	2478578
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3351817	I1M6V6_F1_nD2	I1M6V6_F1	afdb	385	2518231
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3543749	A6NIV6_F1_nD1	A6NIV6_F1	afdb	485	2581856
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3460749	A0A0P0XZB3_F1_nD1	A0A0P0XZB3_F1	afdb	460	2602273
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3457915	Q7XDQ7_F1_nD2	Q7XDQ7_F1	afdb	245	2641349
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3889668	Q7SXW3_F1_nD1	Q7SXW3_F1	afdb	565	2659038
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3921182	A0A1D5NS87_F1_nD1	A0A1D5NS87_F1	afdb	250	2666557
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3385227	I1MI91_F1_nD1	I1MI91_F1	afdb	345	2508470
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3356355	I1JJ63_F1_nD2	I1JJ63_F1	afdb	375	2524303
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3203731	C0NCV3_F1_nD2	C0NCV3_F1	afdb	430	3315942
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3524275	Q8N9N7_F1_nD1	Q8N9N7_F1	afdb	230	2543355
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3575060	A0A3P7DUA3_F1_nD1	A0A3P7DUA3_F1	afdb	385	3123799
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4340474	B4JTV9_nD2	B4JTV9_F1	afdb	295	3951441
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4245671	Q7XA40_nD5	Q7XA40_F1	afdb	145	3856584
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4245673	Q7XA42_nD4	Q7XA42_F1	afdb	135	3856586
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4281187	Q5ZLN0_nD1	Q5ZLN0_F1	afdb	540	3892112
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3849803	Q9CRC8_F1_nD1	Q9CRC8_F1	afdb	570	2750015
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3858742	Q01730_F1_nD1	Q01730_F1	afdb	245	2758614
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3212997	Q09497_F1_nD1	Q09497_F1	afdb	250	2772114
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3231610	P34268_F1_nD1	P34268_F1	afdb	415	2803061
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3907139	A0A0R4IKD0_F1_nD1	A0A0R4IKD0_F1	afdb	250	2682242
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3832270	Q9LRV8_F1_nD2	Q9LRV8_F1	afdb	295	2830890
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3751009	D4A8F2_F1_nD1	D4A8F2_F1	afdb	245	2848099
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3270103	Q54S11_F1_nD1	Q54S11_F1	afdb	285	2960643
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	1557588	e4tzhB1	4tzh_B	pdb	186	1529209
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2775286	e7lt8A1	7lt8_A	pdb	250	2219272
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	2775287	e7lt9A1	7lt9_A	pdb	251	2219273
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3356811	K7KCE4_F1_nD2	K7KCE4_F1	afdb	405	2524921
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3897663	Q4H4B6_F1_nD1	Q4H4B6_F1	afdb	435	2669531
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3576624	A0A3P7DG46_F1_nD1	A0A3P7DG46_F1	afdb	255	3129213
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3465694	Q2R2B2_F1_nD5	Q2R2B2_F1	afdb	165	2638045
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3618021	A0A044SN00_F1_nD1	A0A044SN00_F1	afdb	415	3025448
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3934361	A0A0K0EDP7_F1_nD1	A0A0K0EDP7_F1	afdb	255	3617946
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3990410	A0A0N4U513_F1_nD2	A0A0N4U513_F1	afdb	275	3095029
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3383254	A0A0R0F4Q7_F1_nD1	A0A0R0F4Q7_F1	afdb	460	2457627
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4095897	B0W6M9_nD1	B0W6M9_F1	afdb	508	3706440
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3309538	I1J8A7_F1_nD3	I1J8A7_F1	afdb	345	2462654
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3298751	I1LID2_F1_nD2	I1LID2_F1	afdb	350	2448400
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3219746	O61967_F1_nD1	O61967_F1	afdb	415	2781324
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3549603	Q15404_F1_nD1	Q15404_F1	afdb	250	2582210
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	4643073	Q4R6F0_nD2	Q4R6F0_F1	afdb	310	4254180
207.1.1.147	PF00560,PF12799,PF13855,PF23598	48	3392764	Q7KRY7_F1_nD1	Q7KRY7_F1	afdb	415	2966623
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910294	e5l9uJ1	5l9u_J	pdb	477	1658805
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910295	e5l9uK1	5l9u_K	pdb	472	1658806
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5190215	e8tarK1	8tar_K	pdb	477	5046787
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5190237	e8tauK1	8tau_K	pdb	477	5046809
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910252	e5khrJ1	5khr_J	pdb	477	1658800
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910253	e5khrK1	5khr_K	pdb	472	1658801
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910269	e5khuJ1	5khu_J	pdb	477	1658803
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910270	e5khuK1	5khu_K	pdb	472	1658804
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910410	e5l9tJ1	5l9t_J	pdb	477	1658807
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	1910411	e5l9tK1	5l9t_K	pdb	472	1658808
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	2906307	e7qe7Q1	7qe7_Q	pdb		2339836
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5314404	e9n9rK1	9n9r_K	pdb	477	5170976
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5314416	e9n9rS1	9n9r_S	pdb	477	5170988
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5314430	e9n9sK1	9n9s_K	pdb	477	5171002
109.4.1.1540	PF12895,PF13181,PF13374,PF13424	15	5314437	e9n9sS1	9n9s_S	pdb	477	5171009
109.4.1.117	PF08514,PF21581	40	5092388	e5qstA1	5qst_A	pdb	196	4948960
109.4.1.117	PF08514,PF21581	40	5092389	e5qstB1	5qst_B	pdb	196	4948961
109.4.1.117	PF08514,PF21581	40	5092390	e5qstD1	5qst_D	pdb	196	4948962
109.4.1.117	PF08514,PF21581	40	5092391	e5qsuA1	5qsu_A	pdb	196	4948963
109.4.1.117	PF08514,PF21581	40	5092392	e5qsuB1	5qsu_B	pdb	196	4948964
109.4.1.117	PF08514,PF21581	40	5092393	e5qsuC1	5qsu_C	pdb	196	4948965
109.4.1.117	PF08514,PF21581	40	5092394	e5qsuD1	5qsu_D	pdb	196	4948966
109.4.1.117	PF08514,PF21581	40	5092395	e5qsvA1	5qsv_A	pdb	196	4948967
109.4.1.117	PF08514,PF21581	40	5092396	e5qsvB1	5qsv_B	pdb	196	4948968
109.4.1.117	PF08514,PF21581	40	5092397	e5qsvC1	5qsv_C	pdb	196	4948969
109.4.1.117	PF08514,PF21581	40	5092398	e5qsvD1	5qsv_D	pdb	196	4948970
109.4.1.117	PF08514,PF21581	40	5092399	e5qswA1	5qsw_A	pdb	196	4948971
109.4.1.117	PF08514,PF21581	40	5092400	e5qswB1	5qsw_B	pdb	196	4948972
109.4.1.117	PF08514,PF21581	40	5092401	e5qswC1	5qsw_C	pdb	196	4948973
109.4.1.117	PF08514,PF21581	40	5092402	e5qswD1	5qsw_D	pdb	196	4948974
109.4.1.117	PF08514,PF21581	40	5092403	e5qsxA1	5qsx_A	pdb	196	4948975
109.4.1.117	PF08514,PF21581	40	5092404	e5qsxB1	5qsx_B	pdb	196	4948976
109.4.1.117	PF08514,PF21581	40	5092405	e5qsxC1	5qsx_C	pdb	196	4948977
109.4.1.117	PF08514,PF21581	40	5092406	e5qsxD1	5qsx_D	pdb	196	4948978
109.4.1.117	PF08514,PF21581	40	5098478	e6qb5A1	6qb5_A	pdb	196	4955050
109.4.1.117	PF08514,PF21581	40	5098479	e6qb5B1	6qb5_B	pdb	196	4955051
109.4.1.117	PF08514,PF21581	40	5098480	e6qb5C1	6qb5_C	pdb	196	4955052
109.4.1.117	PF08514,PF21581	40	5098481	e6qb5D1	6qb5_D	pdb	196	4955053
109.4.1.117	PF08514,PF21581	40	5099694	e6rrcA1	6rrc_A	pdb	196	4956266
109.4.1.117	PF08514,PF21581	40	5099695	e6rrcC1	6rrc_C	pdb	196	4956267
109.4.1.117	PF08514,PF21581	40	3547149	Q9UJ98_F1_nD1	Q9UJ98_F1	afdb	440	2588474
109.4.1.117	PF08514,PF21581	40	3868821	O35638_F1_nD1	O35638_F1	afdb	415	2745120
109.4.1.117	PF08514,PF21581	40	3244697	Q19555_F1_nD1	Q19555_F1	afdb	400	2791165
109.4.1.117	PF08514,PF21581	40	3710908	Q4DBG8_F1_nD1	Q4DBG8_F1	afdb	395	2924720
109.4.1.117	PF08514,PF21581	40	3269051	Q54QR0_F1_nD1	Q54QR0_F1	afdb	495	2959244
109.4.1.117	PF08514,PF21581	40	3933464	A0A0K0EI98_F1_nD1	A0A0K0EI98_F1	afdb	365	3616743
109.4.1.117	PF08514,PF21581	40	3787938	A0A1D8PFW4_F1_nD1	A0A1D8PFW4_F1	afdb	445	3423386
109.4.1.117	PF08514,PF21581	40	3916865	A0A2R8RLC0_F1_nD1	A0A2R8RLC0_F1	afdb	260	2665114
109.4.1.117	PF08514,PF21581	40	3891971	B0V0X2_F1_nD2	B0V0X2_F1	afdb	385	2661966
109.4.1.117	PF08514,PF21581	40	3555451	Q8N3U4_F1_nD1	Q8N3U4_F1	afdb	355	2570321
109.4.1.117	PF08514,PF21581	40	3743714	Q92380_F1_nD1	Q92380_F1	afdb	370	3443666
109.4.1.117	PF08514,PF21581	40	4171508	Q9DGN1_nD1	Q9DGN1_F1	afdb	390	3782394
109.4.1.117	PF08514,PF21581	40	4787440	e5qstC01	5qst_C	pdb	196	4393548
109.4.1.117	PF08514,PF21581	40	3994588	A0A0N4U1V1_F1_nD1	A0A0N4U1V1_F1	afdb	325	3100725
109.4.1.117	PF08514,PF21581	40	3710344	Q4D5X5_F1_nD1	Q4D5X5_F1	afdb	385	2923944
301.6.1.14	PF17681,PF20685	2	4882936	e9g3xJ02	9g3x_J	pdb	197	4489044
301.6.1.14	PF17681,PF20685	2	5288640	e9g3yJ2	9g3y_J	pdb	197	5145212
4038.1.1.11	PF23899	78	2969126	e7sz4k2	7sz4_k	pdb		2328225
4038.1.1.11	PF23899	78	2969142	e7sz6c2	7sz6_c	pdb		2328233
4038.1.1.11	PF23899	78	2969144	e7sz6d2	7sz6_d	pdb		2328234
4038.1.1.11	PF23899	78	2969146	e7sz6e2	7sz6_e	pdb		2328235
4038.1.1.11	PF23899	78	2977194	e7sz4d1	7sz4_d	pdb		2328258
4038.1.1.11	PF23899	78	2969148	e7sz6f2	7sz6_f	pdb		2328236
4038.1.1.11	PF23899	78	2969150	e7sz6h2	7sz6_h	pdb		2328237
4038.1.1.11	PF23899	78	2969136	e7sz6j2	7sz6_j	pdb		2328230
4038.1.1.11	PF23899	78	2969134	e7sz6k2	7sz6_k	pdb		2328229
4038.1.1.11	PF23899	78	5118747	e7sxka1	7sxk_a	pdb		4975319
4038.1.1.11	PF23899	78	5118749	e7sxkb1	7sxk_b	pdb		4975321
4038.1.1.11	PF23899	78	5118751	e7sxkc1	7sxk_c	pdb		4975323
4038.1.1.11	PF23899	78	5118753	e7sxkd1	7sxk_d	pdb		4975325
4038.1.1.11	PF23899	78	5118755	e7sxke1	7sxk_e	pdb		4975327
4038.1.1.11	PF23899	78	5118757	e7sxkh1	7sxk_h	pdb		4975329
4038.1.1.11	PF23899	78	5118759	e7sxki1	7sxk_i	pdb		4975331
4038.1.1.11	PF23899	78	5118761	e7sxkj1	7sxk_j	pdb		4975333
4038.1.1.11	PF23899	78	5118763	e7sxkk1	7sxk_k	pdb		4975335
4038.1.1.11	PF23899	78	5118765	e7sxkl1	7sxk_l	pdb		4975337
4038.1.1.11	PF23899	78	4923955	e9yf8PK1	9yf8_PK	pdb		4528161
4038.1.1.11	PF23899	78	4923956	e9yf8PL1	9yf8_PL	pdb		4528162
4038.1.1.11	PF23899	78	5124979	e7z44A2	7z44_A	pdb		4981551
4038.1.1.11	PF23899	78	5124981	e7z4aJ2	7z4a_J	pdb		4981553
4038.1.1.11	PF23899	78	5124983	e7z4bED2	7z4b_ED	pdb		4981555
4038.1.1.11	PF23899	78	5124985	e7z4bEE2	7z4b_EE	pdb		4981557
4038.1.1.11	PF23899	78	5124992	e7z4fJ2	7z4f_J	pdb		4981564
4038.1.1.11	PF23899	78	2969132	e7sz4e2	7sz4_e	pdb		2328228
4038.1.1.11	PF23899	78	2969128	e7sz4j2	7sz4_j	pdb		2328226
4038.1.1.11	PF23899	78	2969130	e7sz4h2	7sz4_h	pdb		2328227
4038.1.1.11	PF23899	78	2969140	e7sz6a2	7sz6_a	pdb		2328232
4038.1.1.11	PF23899	78	2969138	e7sz6i2	7sz6_i	pdb		2328231
4038.1.1.11	PF23899	78	2899305	e7z4aK2	7z4a_K	pdb		2328223
4038.1.1.11	PF23899	78	4891117	e9yf8PA1	9yf8_PA	pdb	593	4495323
4038.1.1.11	PF23899	78	4923952	e9yf8PH1	9yf8_PH	pdb		4528158
4038.1.1.11	PF23899	78	4923953	e9yf8PI1	9yf8_PI	pdb		4528159
4038.1.1.11	PF23899	78	4923954	e9yf8PJ1	9yf8_PJ	pdb		4528160
4038.1.1.11	PF23899	78	2977159	e7sxkg1	7sxk_g	pdb		2328241
4038.1.1.11	PF23899	78	2977196	e7sz4f1	7sz4_f	pdb		2328259
4038.1.1.11	PF23899	78	2977198	e7sz4g1	7sz4_g	pdb		2328260
4038.1.1.11	PF23899	78	2977170	e7syaf1	7sya_f	pdb		2328247
4038.1.1.11	PF23899	78	2977162	e7syab1	7sya_b	pdb		2328243
4038.1.1.11	PF23899	78	2977202	e7sz6g1	7sz6_g	pdb		2328239
4038.1.1.11	PF23899	78	2977180	e7syak1	7sya_k	pdb		2328252
4038.1.1.11	PF23899	78	2977178	e7syaj1	7sya_j	pdb		2328251
4038.1.1.11	PF23899	78	2977176	e7syai1	7sya_i	pdb		2328250
4038.1.1.11	PF23899	78	2977186	e7sz4l1	7sz4_l	pdb		2328254
4038.1.1.11	PF23899	78	2977182	e7syal1	7sya_l	pdb		2328253
4038.1.1.11	PF23899	78	2977160	e7syaa1	7sya_a	pdb		2328242
4038.1.1.11	PF23899	78	2899330	e7z4fK2	7z4f_K	pdb		2328224
4038.1.1.11	PF23899	78	2977184	e7sz4i1	7sz4_i	pdb		2328238
4038.1.1.11	PF23899	78	2977166	e7syad1	7sya_d	pdb		2328245
4038.1.1.11	PF23899	78	2977157	e7sxkf1	7sxk_f	pdb		2328240
4038.1.1.11	PF23899	78	2977192	e7sz4c1	7sz4_c	pdb		2328257
4038.1.1.11	PF23899	78	2977172	e7syag1	7sya_g	pdb		2328248
4038.1.1.11	PF23899	78	2977164	e7syac1	7sya_c	pdb		2328244
