ecod_uid,f_id,ecod_domain_id,ecod_source_id,seqid_range,dtype
3186565,601.1.1.149,U7PQ01_F1_nD4,U7PQ01_F1,681-830,computed structural model
3891808,2484.1.1.282,A0A0R4ITB8_F1_nD2,A0A0R4ITB8_F1,"96-250,296-635",computed structural model
4100169,223.1.1.155,P25848_nD1,P25848_F1,"61-585,591-745,756-780",computed structural model
3561708,632.2.1.41,Q6UXT8_F1_nD1,Q6UXT8_F1,71-125,computed structural model
3680914,3291.1.1.116,B4FE85_F1_nD2,B4FE85_F1,"21-50,241-285",computed structural model
3578258,603.1.1.167,A0A3P7GCQ6_F1_nD4,A0A3P7GCQ6_F1,276-430,computed structural model
3765404,109.24.1.8,D3ZVJ3_F1_nD7,D3ZVJ3_F1,"1041-1085,1121-1330",computed structural model
4206801,605.1.1.301,Q1J881_nD1,Q1J881_F1,1-105,computed structural model
3434186,101.1.11.133,Q5N951_F1_nD6,Q5N951_F1,691-780,computed structural model
3407582,102.1.1.173,Q95T08_F1_nD1,Q95T08_F1,1-90,computed structural model
3969661,304.8.1.103,Q9I288_F1_nD1,Q9I288_F1,31-115,computed structural model
3341391,150.5.1.81,A0A0R0KET8_F1_nD3,A0A0R0KET8_F1,861-945,computed structural model
3959324,327.13.1.17,X8FG28_F1_nD1,X8FG28_F1,6-120,computed structural model
3102376,5.1.4.660,e8q1nB1,8q1n_B,5-321,experimental structure
3838615,4207.1.2.81,O25799_F1_nD2,O25799_F1,66-160,computed structural model
3535455,3860.1.1.144,O75334_F1_nD5,O75334_F1,356-485,computed structural model
3283657,4177.1.1.142,K0F4K2_F1_nD1,K0F4K2_F1,6-220,computed structural model
3302812,5059.1.1.58,K7M2P2_F1_nD5,K7M2P2_F1,641-845,computed structural model
5014330,148.1.3.402,Q5JHN1_F1_nD1,Q5JHN1_F1,386-495,computed structural model
4355986,101.1.2.769,P22881_nD3,P22881_F1,241-285,computed structural model
3678289,5086.1.1.208,A0A1D6LTS3_F1_nD3,A0A1D6LTS3_F1,"151-270,356-440",computed structural model
3248253,148.1.1.89,Q54T33_F1_nD2,Q54T33_F1,71-170,computed structural model
3913828,109.4.1.2803,B8A5L1_F1_nD5,B8A5L1_F1,"646-1000,1076-1270",computed structural model
4382959,2003.1.1.288,A0LK21_nD1,A0LK21_F1,6-305,computed structural model
3964086,4056.1.1.10,Q5FAC4_F1_nD4,Q5FAC4_F1,"296-340,376-435,556-565",computed structural model
4348598,3894.1.1.6,P13484_nD1,P13484_F1,91-225,computed structural model
4388254,12.7.1.1,T2KNA8_nD1,T2KNA8_F1,131-250,computed structural model
4640221,101.1.6.32,P17910_nD1,P17910_F1,6-75,computed structural model
3402823,192.10.1.13,Q24314_F1_nD3,Q24314_F1,871-985,computed structural model
3335497,148.1.3.241,A0A0R0IZ63_F1_nD1,A0A0R0IZ63_F1,1-50,computed structural model
3359704,3718.1.1.24,K7MGR3_F1_nD1,K7MGR3_F1,21-115,computed structural model
3619915,109.3.1.282,A0A044RF89_F1_nD1,A0A044RF89_F1,31-235,computed structural model
3230977,4099.1.1.48,Q03570_F1_nD10,Q03570_F1,1116-1245,computed structural model
4612227,632.8.1.14,A1JJK1_nD2,A1JJK1_F1,56-135,computed structural model
3917504,11.1.1.1223,F6PCI1_F1_nD3,F6PCI1_F1,236-315,computed structural model
4106959,4177.1.1.120,A8X7Z3_nD1,A8X7Z3_F1,221-415,computed structural model
3655559,589.1.1.15,A0A1D6FNL4_F1_nD1,A0A1D6FNL4_F1,16-130,computed structural model
3673690,331.4.1.23,A0A1D6MR41_F1_nD7,A0A1D6MR41_F1,1601-1725,computed structural model
3672805,109.4.1.2679,A0A1D6N9M3_F1_nD1,A0A1D6N9M3_F1,76-530,computed structural model
3580751,5.1.3.218,A0A3P7DBA3_F1_nD1,A0A3P7DBA3_F1,136-365,computed structural model
3783275,243.3.1.64,A0A1D8PT68_F1_nD2,A0A1D8PT68_F1,"161-215,306-359",computed structural model
4528689,304.48.1.91,O83160_nD1,O83160_F1,46-195,computed structural model
4009192,109.4.1.3151,P76486_F1_nD1,P76486_F1,21-280,computed structural model
4494448,2008.1.1.183,P04481_nD2,P04481_F1,81-215,computed structural model
3425138,6074.1.1.16,Q0JH17_F1_nD1,Q0JH17_F1,111-145,computed structural model
4235162,207.2.1.114,Q7BCK4_nD2,Q7BCK4_F1,61-485,computed structural model
4006721,325.1.7.50,P75830_F1_nD1,P75830_F1,96-180,computed structural model
4246956,207.6.1.19,O06653_nD3,O06653_F1,541-670,computed structural model
3779431,3826.1.1.65,E9PU06_F1_nD3,E9PU06_F1,"201-260,316-360",computed structural model
3411083,142.1.1.32,Q9VLS1_F1_nD4,Q9VLS1_F1,896-1065,computed structural model
3220675,387.1.1.68,O45346_F1_nD1,O45346_F1,26-69,computed structural model
5017517,5054.1.1.198,Q6M134_F1_nD2,Q6M134_F1,31-230,computed structural model
3640140,11.2.1.99,C1GVV5_F1_nD5,C1GVV5_F1,"641-700,731-1045,1196-1220",computed structural model
4964481,328.3.1.5,D4GWH6_F1_nD1,D4GWH6_F1,6-234,computed structural model
3711465,109.4.1.3250,Q4D5B0_F1_nD1,Q4D5B0_F1,1-570,computed structural model
3667997,3625.1.1.2,A0A1D6ED99_F1_nD9,A0A1D6ED99_F1,1646-1720,computed structural model
4026854,6026.1.1.27,A0A143ZVI1_F1_nD1,A0A143ZVI1_F1,"66-125,166-180,306-320",computed structural model
4360803,3939.1.1.324,Q0RLU1_nD1,Q0RLU1_F1,31-165,computed structural model
4131842,101.1.3.25,P0AEM8_nD2,P0AEM8_F1,86-160,computed structural model
3539177,391.1.1.29,Q9NZV1_F1_nD5,Q9NZV1_F1,466-500,computed structural model
3528659,5006.1.1.6,Q96A26_F1_nD1,Q96A26_F1,101-125,computed structural model
3279424,632.2.1.34,K0F5L5_F1_nD2,K0F5L5_F1,91-143,computed structural model
3360103,3651.1.1.3,K7LH43_F1_nD1,K7LH43_F1,541-630,computed structural model
4863559,304.112.1.17,e8r3zA02,8r3z_A,"273-274,280-304,308-350,456-490,499-528",experimental structure
3544414,109.4.1.3202,Q17RM4_F1_nD1,Q17RM4_F1,86-350,computed structural model
3515340,601.3.1.16,A0A077YWD5_F1_nD1,A0A077YWD5_F1,6-150,computed structural model
3391601,614.1.1.30,Q9VMD9_F1_nD6,Q9VMD9_F1,776-850,computed structural model
4457773,2007.5.1.27,Q04974_nD2,Q04974_F1,"11-60,76-100,166-280",computed structural model
3985915,604.9.1.25,Q326P4_F1_nD1,Q326P4_F1,16-80,computed structural model
4257134,192.5.1.35,Q06116_nD9,Q06116_F1,"1606-1685,1721-1730,1941-1950",computed structural model
3579923,11.1.5.121,A0A3P7E0E9_F1_nD2,A0A3P7E0E9_F1,41-150,computed structural model
3703460,304.39.1.4,Q4DY20_F1_nD3,Q4DY20_F1,391-505,computed structural model
4429249,5069.1.1.93,P58030_nD1,P58030_F1,11-300,computed structural model
5039841,330.1.1.36,A0A2P6VYK6_F1_nD1,A0A2P6VYK6_F1,"86-145,161-210",computed structural model
4236812,207.2.1.102,B8NQQ7_nD1,B8NQQ7_F1,21-415,computed structural model
3252176,10.32.1.309,Q54KX8_F1_nD1,Q54KX8_F1,1-80,computed structural model
3561889,3187.1.1.31,P30622_F1_nD9,P30622_F1,"881-1060,1081-1110",computed structural model
4551865,391.1.2.27,P12021_nD2,P12021_F1,996-1145,computed structural model
3856658,192.15.1.192,Q80W04_F1_nD3,Q80W04_F1,"511-555,591-700",computed structural model
3457663,192.29.1.178,Q8LQP4_F1_nD1,Q8LQP4_F1,136-240,computed structural model
3858715,376.1.1.137,Q9D9X6_F1_nD1,Q9D9X6_F1,"21-110,141-215",computed structural model
4380337,102.1.3.25,P52132_nD2,P52132_F1,161-273,computed structural model
3706819,304.49.1.6,Q4E1S1_F1_nD3,Q4E1S1_F1,276-395,computed structural model
3211949,4120.1.1.32,Q9BKQ2_F1_nD1,Q9BKQ2_F1,11-95,computed structural model
3859427,109.4.1.3418,Q8BX17_F1_nD4,Q8BX17_F1,"1061-1290,1456-1485",computed structural model
4994184,2486.1.1.24,EPP00013591_nD1,EPP00013591,31-350,computed structural model
3214473,2.1.1.345,Q9GUI6_F1_nD2,Q9GUI6_F1,"226-250,351-410",computed structural model
4105684,323.1.1.35,O06928_nD1,O06928_F1,26-265,computed structural model
3417162,386.1.1.409,Q9VW27_F1_nD1,Q9VW27_F1,328-355,computed structural model
3734574,309.1.2.4,A0A0D2EWL6_F1_nD2,A0A0D2EWL6_F1,"181-205,226-305",computed structural model
4975605,101.1.1.541,EPP00009934_nD1,EPP00009934,1-90,computed structural model
3871945,1147.1.1.6,Q61146_F1_nD1,Q61146_F1,"51-90,131-195,236-280",computed structural model
3570073,6055.1.1.25,P0DI80_F1_nD1,P0DI80_F1,21-55,computed structural model
4995082,2007.1.10.8,EPP00024672_nD1,EPP00024672,21-100,computed structural model
3639216,2003.1.5.371,C1GXP4_F1_nD1,C1GXP4_F1,"21-50,76-260,306-345,376-470",computed structural model
3359072,3939.1.1.152,K7KLD3_F1_nD1,K7KLD3_F1,106-265,computed structural model
3227268,309.1.1.23,Q10040_F1_nD3,Q10040_F1,431-855,computed structural model
3228220,192.19.1.4,Q23098_F1_nD1,Q23098_F1,46-75,computed structural model
4305713,3676.1.1.6,O83992_nD1,O83992_F1,11-65,computed structural model
3285829,4.1.1.425,K0EW19_F1_nD1,K0EW19_F1,16-120,computed structural model
3520535,6026.1.1.21,A0A077ZQ52_F1_nD1,A0A077ZQ52_F1,1-115,computed structural model
4210619,323.1.1.33,E2JA32_nD1,E2JA32_F1,6-390,computed structural model
3223942,3470.1.1.49,Q95XJ8_F1_nD2,Q95XJ8_F1,86-120,computed structural model
3570714,3493.1.1.13,Q8N699_F1_nD2,Q8N699_F1,66-95,computed structural model
3284612,604.10.1.10,K0F724_F1_nD3,K0F724_F1,186-285,computed structural model
3758189,3755.3.1.630,Q9Z221_F1_nD2,Q9Z221_F1,256-410,computed structural model
3263017,904.1.1.50,Q54BM8_F1_nD4,Q54BM8_F1,"426-500,571-670",computed structural model
3539534,354.1.1.8,P55001_F1_nD1,P55001_F1,106-135,computed structural model
3378958,109.4.1.1846,I1L0B7_F1_nD3,I1L0B7_F1,296-389,computed structural model
4020175,148.1.3.280,A0A175WG34_F1_nD1,A0A175WG34_F1,86-130,computed structural model
3834306,109.4.1.2912,F4JV59_F1_nD1,F4JV59_F1,"1-285,361-505,536-865,941-1550",computed structural model
3808661,130.1.1.59,Q9LQU2_F1_nD1,Q9LQU2_F1,36-130,computed structural model
3629766,633.23.1.43,A0A044V482_F1_nD9,A0A044V482_F1,961-1115,computed structural model
3318774,3812.1.1.7,I1LQY5_F1_nD1,I1LQY5_F1,16-80,computed structural model
3587275,3273.1.1.8,A0A132YYS4_F1_nD2,A0A132YYS4_F1,46-305,computed structural model
3450393,5.1.4.586,Q0IW03_F1_nD1,Q0IW03_F1,1-250,computed structural model
5002882,4207.1.1.133,L0KWU6_F1_nD4,L0KWU6_F1,"561-620,646-710",computed structural model
3381163,3860.1.1.171,A0A0R0KAM8_F1_nD1,A0A0R0KAM8_F1,116-200,computed structural model
3974181,1.1.5.88,Q9HUK7_F1_nD2,Q9HUK7_F1,"326-345,426-495",computed structural model
3974137,5084.5.1.69,Q9HZE5_F1_nD5,Q9HZE5_F1,876-1190,computed structural model
3928406,2485.1.1.133,A0A0K0E766_F1_nD4,A0A0K0E766_F1,"366-515,546-570,616-745,796-825",computed structural model
3397089,2004.1.1.920,A1ZAP7_F1_nD2,A1ZAP7_F1,"6-60,176-700,736-760",computed structural model
3404738,6169.1.1.57,Q9VR92_F1_nD1,Q9VR92_F1,16-40,computed structural model
3695989,5063.1.1.14,A0A1C1CCW7_F1_nD7,A0A1C1CCW7_F1,1356-1550,computed structural model
5003055,5086.1.1.232,L0KX70_F1_nD3,L0KX70_F1,296-450,computed structural model
3560229,3291.1.1.230,Q9H4M7_F1_nD2,Q9H4M7_F1,356-495,computed structural model
3172129,3846.1.1.3,P12383_F1_nD1,P12383_F1,41-75,computed structural model
4095963,192.8.1.446,Q4R914_nD1,Q4R914_F1,"21-135,141-305",computed structural model
3460126,5069.1.1.72,A0A0P0Y4E0_F1_nD1,A0A0P0Y4E0_F1,"41-180,336-470",computed structural model
3570199,632.3.1.23,Q53FE4_F1_nD1,Q53FE4_F1,176-225,computed structural model
4935771,304.8.1.121,A0A520KS64_F1_nD2,A0A520KS64_F1,166-410,computed structural model
3172983,6055.1.1.28,P40975_F1_nD1,P40975_F1,11-35,computed structural model
3173567,3755.3.1.585,P53278_F1_nD2,P53278_F1,421-690,computed structural model
3266647,109.4.1.3288,Q54WR2_F1_nD7,Q54WR2_F1,1336-2080,computed structural model
4590268,592.2.1.14,P72673_nD1,P72673_F1,6-100,computed structural model
3642510,6026.1.1.29,A0A1D6F168_F1_nD2,A0A1D6F168_F1,191-275,computed structural model
3993403,616.1.1.26,A0A0N4UL67_F1_nD2,A0A0N4UL67_F1,636-795,computed structural model
3574585,5.1.10.16,A0A3P7E7J7_F1_nD1,A0A3P7E7J7_F1,16-113,computed structural model
4629115,12.6.1.10,P94250_nD2,P94250_F1,406-470,computed structural model
4965806,11.1.1.1429,D4GZG9_F1_nD1,D4GZG9_F1,1-105,computed structural model
4963566,376.1.2.46,D4GUD1_F1_nD1,D4GUD1_F1,1-80,computed structural model
3383152,395.1.1.6,K7LM47_F1_nD1,K7LM47_F1,11-40,computed structural model
3806815,3939.1.1.261,A0A1P8AVM6_F1_nD2,A0A1P8AVM6_F1,36-130,computed structural model
3537241,389.3.1.23,Q9P2N4_F1_nD22,Q9P2N4_F1,"1736-1795,1823-1935",computed structural model
3772926,611.3.1.13,D3ZEF4_F1_nD2,D3ZEF4_F1,101-225,computed structural model
3761164,192.8.1.417,D3ZHU5_F1_nD3,D3ZHU5_F1,301-485,computed structural model
5002129,10.1.1.126,L0KUP2_F1_nD2,L0KUP2_F1,276-465,computed structural model
3533264,109.3.1.460,Q9UPQ8_F1_nD1,Q9UPQ8_F1,21-210,computed structural model
4669270,6026.1.1.42,Q20EU1_nD4,Q20EU1_F1,266-350,computed structural model
3451017,604.1.1.242,Q7XTC6_F1_nD1,Q7XTC6_F1,16-175,computed structural model
3983615,150.5.1.116,Q326T0_F1_nD4,Q326T0_F1,"106-130,256-360",computed structural model
4139429,2003.1.11.14,Q9AET8_nD1,Q9AET8_F1,1-125,computed structural model
3301792,5074.1.1.14,A0A0R0EYT5_F1_nD2,A0A0R0EYT5_F1,61-105,computed structural model
3824929,1189.1.1.18,Q9SS87_F1_nD1,Q9SS87_F1,56-300,computed structural model
4874139,186.1.1.27,e8vs5A01,8vs5_A,1-114,experimental structure
5053093,2008.1.1.236,A0A532T8A8_F1_nD2,A0A532T8A8_F1,206-373,computed structural model
4955981,101.1.2.875,B1L5S5_F1_nD1,B1L5S5_F1,6-105,computed structural model
3781013,3291.1.1.170,F1M6U0_F1_nD4,F1M6U0_F1,296-430,computed structural model
3808673,604.3.1.36,F4JGZ1_F1_nD2,F4JGZ1_F1,"736-840,936-970,1031-1065,1091-1110",computed structural model
3706828,109.4.1.3254,Q4DM53_F1_nD1,Q4DM53_F1,1-1065,computed structural model
4208315,101.1.17.35,C4LWQ8_nD3,C4LWQ8_F1,"496-520,546-640",computed structural model
3962032,109.4.1.2432,X8F7N9_F1_nD1,X8F7N9_F1,21-375,computed structural model
3521096,3278.1.1.7,Q8N300_F1_nD1,Q8N300_F1,26-54,computed structural model
3337008,192.2.1.60,I1JV66_F1_nD4,I1JV66_F1,516-655,computed structural model
3389309,4.1.1.473,Q9VR19_F1_nD1,Q9VR19_F1,31-283,computed structural model
3949864,632.1.1.37,Q9CDD0_F1_nD3,Q9CDD0_F1,126-215,computed structural model
3938376,109.4.1.2531,A0A0K0DUE2_F1_nD1,A0A0K0DUE2_F1,"16-145,166-275,306-495,676-700,976-1050",computed structural model
4309108,1008.1.1.66,A0A0H2ZJS2_nD4,A0A0H2ZJS2_F1,386-510,computed structural model
4582091,3009.2.1.2,O67685_nD4,O67685_F1,276-355,computed structural model
3175217,622.1.1.27,P25560_F1_nD2,P25560_F1,"41-85,116-165",computed structural model
3393395,2.3.1.11,Q94918_F1_nD3,Q94918_F1,321-450,computed structural model
3938899,3588.1.1.3,A0A0K0DS97_F1_nD7,A0A0K0DS97_F1,"716-820,1041-1255",computed structural model
3840952,601.19.1.39,Q8C735_F1_nD2,Q8C735_F1,341-415,computed structural model
4635031,2484.1.1.299,Q2KV10_nD2,Q2KV10_F1,166-330,computed structural model
3385836,601.1.1.138,Q0PAK0_F1_nD3,Q0PAK0_F1,381-490,computed structural model
3690288,109.4.1.2628,A0A1C1CDL6_F1_nD1,A0A1C1CDL6_F1,6-1119,computed structural model
3880743,3966.1.1.2,A0A0R4IHW6_F1_nD13,A0A0R4IHW6_F1,2076-2285,computed structural model
3390061,5063.1.1.22,Q9W542_F1_nD4,Q9W542_F1,676-785,computed structural model
3568189,64.1.1.20,Q86VI3_F1_nD9,Q86VI3_F1,1361-1475,computed structural model
4939278,2007.1.2.61,A0A7C1B1L1_F1_nD1,A0A7C1B1L1_F1,21-120,computed structural model
3448978,3939.1.1.342,Q5VNF8_F1_nD1,Q5VNF8_F1,131-245,computed structural model
3635626,377.1.1.104,C1H6L9_F1_nD2,C1H6L9_F1,321-490,computed structural model
3351295,3711.1.1.29,I1M406_F1_nD7,I1M406_F1,"1986-2125,2261-2295",computed structural model
3604240,71.1.1.25,Q58809_F1_nD1,Q58809_F1,26-235,computed structural model
4146694,192.29.1.277,Q7PZ25_nD1,Q7PZ25_F1,96-160,computed structural model
4447424,304.55.1.26,P36891_nD2,P36891_F1,"76-130,161-380",computed structural model
3325701,12.3.1.62,I1KCD0_F1_nD1,I1KCD0_F1,51-235,computed structural model
4962626,304.24.1.41,D4GS32_F1_nD1,D4GS32_F1,6-150,computed structural model
4032338,896.1.1.7,Q2FZF7_F1_nD1,Q2FZF7_F1,1-125,computed structural model
3303963,101.1.1.402,A0A0R0EEY4_F1_nD1,A0A0R0EEY4_F1,16-145,computed structural model
3165956,2007.2.4.10,O05073_F1_nD1,O05073_F1,21-160,computed structural model
3346578,109.4.1.813,I1KBB2_F1_nD1,I1KBB2_F1,1-25,computed structural model
3623210,138.1.1.21,A0A044SVV1_F1_nD8,A0A044SVV1_F1,1036-1130,computed structural model
3718235,11.1.8.7,Q4DW40_F1_nD8,Q4DW40_F1,891-1030,computed structural model
4082273,148.1.3.324,O86682_nD3,O86682_F1,"6-20,371-485",computed structural model
3437084,5018.1.1.6,A0A0P0WST6_F1_nD2,A0A0P0WST6_F1,46-70,computed structural model
4202694,2003.1.8.18,Q9S2W9_nD1,Q9S2W9_F1,6-95,computed structural model
3214217,5017.1.1.5,A0A1N7SYS3_F1_nD1,A0A1N7SYS3_F1,6-40,computed structural model
5035278,5.1.5.235,A0A256Y5L3_F1_nD1,A0A256Y5L3_F1,1-215,computed structural model
4965098,2.1.1.372,D4GXW2_F1_nD1,D4GXW2_F1,1-85,computed structural model
3477387,103.1.1.122,A0A5K4F5A0_F1_nD1,A0A5K4F5A0_F1,6-45,computed structural model
3956884,2007.1.3.57,O53465_F1_nD1,O53465_F1,6-138,computed structural model
4120715,3529.1.1.7,O34789_nD1,O34789_F1,21-65,computed structural model
3964732,377.1.1.119,Q5F8S5_F1_nD1,Q5F8S5_F1,1-50,computed structural model
3331033,148.1.3.274,A0A0R0FGZ0_F1_nD1,A0A0R0FGZ0_F1,82-145,computed structural model
3970449,7581.1.1.17,Q9I6N0_F1_nD1,Q9I6N0_F1,"6-234,271-280",computed structural model
3850577,633.10.1.25,E2JF22_F1_nD13,E2JF22_F1,1946-2105,computed structural model
3944793,601.19.1.41,A0A0H3GXE6_F1_nD3,A0A0H3GXE6_F1,131-285,computed structural model
3854287,611.12.1.4,A0A140LIV7_F1_nD1,A0A140LIV7_F1,16-160,computed structural model
3280790,601.1.2.127,K0ESY1_F1_nD2,K0ESY1_F1,186-380,computed structural model
4528690,7503.1.1.21,O83213_nD1,O83213_F1,26-135,computed structural model
3296778,6113.1.1.2,A0A0R0IQU3_F1_nD1,A0A0R0IQU3_F1,6-65,computed structural model
4094271,2008.1.1.192,P43419_nD1,P43419_F1,11-174,computed structural model
4596031,109.4.1.3089,P04932_nD8,P04932_F1,"1011-1185,1266-1320,1346-1450",computed structural model
3174353,5.1.4.573,P40960_F1_nD1,P40960_F1,126-533,computed structural model
3253885,1134.1.2.13,Q54R70_F1_nD4,Q54R70_F1,"461-515,641-680",computed structural model
3275791,295.1.1.31,Q55EM5_F1_nD1,Q55EM5_F1,23-145,computed structural model
3964804,192.29.1.271,Q5F7P2_F1_nD1,Q5F7P2_F1,6-105,computed structural model
4119921,1128.1.1.23,P49837_nD1,P49837_F1,6-99,computed structural model
4965188,101.1.2.943,D4GY30_F1_nD1,D4GY30_F1,21-145,computed structural model
4871985,275.1.1.12,e8u9xA07,8u9x_A,"1066-1115,1153-1167,1177-1195,1226-1229,1237-1241,1254-1259,1287-1299,1337-1439",experimental structure
3562701,3235.1.1.41,P63135_F1_nD9,P63135_F1,"1211-1345,1371-1435",computed structural model
4323151,3883.1.1.13,Q8ST81_nD1,Q8ST81_F1,21-250,computed structural model
4001264,109.4.1.2566,A0A0N4UCX3_F1_nD1,A0A0N4UCX3_F1,1-868,computed structural model
3176298,396.1.1.11,P40507_F1_nD2,P40507_F1,146-230,computed structural model
4963355,375.1.1.355,D4GTV5_F1_nD1,D4GTV5_F1,16-45,computed structural model
3737997,4146.1.1.14,O94598_F1_nD2,O94598_F1,206-320,computed structural model
5028517,327.18.1.5,A0A0B5HRF0_F1_nD1,A0A0B5HRF0_F1,6-100,computed structural model
3467802,603.1.1.226,Q656E2_F1_nD1,Q656E2_F1,106-250,computed structural model
3555623,74.1.1.3,P52657_F1_nD1,P52657_F1,6-50,computed structural model
3299720,148.1.3.301,C6TKD1_F1_nD3,C6TKD1_F1,151-200,computed structural model
3631283,5069.1.1.82,C1HCA7_F1_nD2,C1HCA7_F1,"1-30,471-575,896-955",computed structural model
4668790,3784.1.1.6,O07611_nD1,O07611_F1,31-125,computed structural model
3268437,622.4.1.60,Q54XG6_F1_nD2,Q54XG6_F1,"66-215,276-355",computed structural model
3834125,109.4.1.3169,Q06AN9_F1_nD1,Q06AN9_F1,"1-235,256-290,371-715",computed structural model
3679750,109.4.1.2666,A0A1D6LC16_F1_nD3,A0A1D6LC16_F1,"236-390,436-1040",computed structural model
3823026,304.8.1.89,P0C5E2_F1_nD1,P0C5E2_F1,36-215,computed structural model
3889751,3967.1.1.41,A5WUY5_F1_nD1,A5WUY5_F1,86-270,computed structural model
3379539,3470.1.1.33,K7KUK1_F1_nD1,K7KUK1_F1,36-60,computed structural model
5050152,101.1.3.35,A0A532T886_F1_nD1,A0A532T886_F1,6-55,computed structural model
3715374,207.14.1.2,Q4DUD8_F1_nD1,Q4DUD8_F1,16-120,computed structural model
4962727,887.1.1.8,D4GSD1_F1_nD1,D4GSD1_F1,67-145,computed structural model
3213310,5014.1.1.6,Q86MP2_F1_nD1,Q86MP2_F1,6-40,computed structural model
3921100,3939.1.1.258,A0A0R4IAS2_F1_nD11,A0A0R4IAS2_F1,"1056-1140,1176-1215",computed structural model
3260316,1008.1.1.48,Q769F7_F1_nD2,Q769F7_F1,126-210,computed structural model
3953880,223.1.1.161,P9WGL3_F1_nD3,P9WGL3_F1,386-620,computed structural model
3924137,601.54.1.5,A0A0K0ED12_F1_nD1,A0A0K0ED12_F1,6-155,computed structural model
3429463,5029.1.1.7,Q10CL8_F1_nD1,Q10CL8_F1,81-105,computed structural model
3231225,5026.1.1.4,O18140_F1_nD1,O18140_F1,"21-100,131-175,246-305,346-380",computed structural model
3690564,3967.1.1.60,A0A1C1C6G1_F1_nD1,A0A1C1C6G1_F1,"361-485,1621-1635",computed structural model
3856157,3755.3.1.531,Q8CDV0_F1_nD7,Q8CDV0_F1,"421-465,496-610",computed structural model
3546438,4307.1.1.38,Q96LI9_F1_nD1,Q96LI9_F1,"41-120,201-240",computed structural model
3373025,221.3.1.7,A0A0R0KYN0_F1_nD1,A0A0R0KYN0_F1,"6-25,76-110",computed structural model
3535197,109.4.1.3436,Q8N394_F1_nD3,Q8N394_F1,601-830,computed structural model
3842427,632.25.1.7,Q8K0X8_F1_nD1,Q8K0X8_F1,196-295,computed structural model
3326178,2006.1.6.61,I1M4G9_F1_nD1,I1M4G9_F1,96-245,computed structural model
4017154,109.4.1.2621,A0A175WEY3_F1_nD1,A0A175WEY3_F1,6-745,computed structural model
3633669,707.1.1.4,C1H3E3_F1_nD1,C1H3E3_F1,31-80,computed structural model
3283090,11.1.1.1232,K0F6U1_F1_nD1,K0F6U1_F1,36-115,computed structural model
4945616,11.1.1.1399,A0A9Y1BPD9_F1_nD2,A0A9Y1BPD9_F1,"116-205,371-395",computed structural model
3891504,109.4.1.2704,A0A2R8PZ91_F1_nD1,A0A2R8PZ91_F1,46-245,computed structural model
