10.1.3.194	PF18560	5060710	UPI00275ED870_nD2	UPI00275ED870	uniparc	311-470	4668885
10.1.3.193	PF17991	5030035	A0A0B5HQ86_F1_nD2	A0A0B5HQ86_F1	afdb	216-370	4638210
10.1.3.193	PF17991	4942041	A0A832V0V1_F1_nD2	A0A832V0V1_F1	afdb	186-330	4550216
10.1.3.193	PF17991	4927104	A0A060HFP4_F1_nD2	A0A060HFP4_F1	afdb	181-335	4535279
10.1.3.193	PF17991	4928351	A0A060HM42_F1_nD2	A0A060HM42_F1	afdb	266-385	4536526
10.1.3.196	PF22666	5051827	A0A532THJ8_F1_nD1	A0A532THJ8_F1	afdb	1-200	4660002
10.1.3.196	PF22666	5063414	UPI002A95EF10_nD1	UPI002A95EF10	uniparc	21-210	4671589
10.1.3.196	PF22666	5076541	UPI00325550B5_nD1	UPI00325550B5	uniparc	1-160	4684716
10.1.3.196	PF22666	5000209	EPP00004277_nD1	EPP00004277	epp	1-165	4608384
10.1.3.189	PF13364	5083280	UPI0037614105_nD5	UPI0037614105	uniparc	676-840	4691455
10.1.3.189	PF13364	5083281	UPI0037614105_nD6	UPI0037614105	uniparc	666-675,841-965	4691456
10.1.3.189	PF13364	5083987	UPI003766C037_nD4	UPI003766C037	uniparc	691-835	4692162
10.1.3.189	PF13364	5083988	UPI003766C037_nD5	UPI003766C037	uniparc	26-35,671-690,836-955	4692163
10.1.3.201	PF27237	5006324	O28648_F1_nD3	O28648_F1	afdb	391-435,461-580	4614499
10.1.3.201	PF27237	5005599	O28161_F1_nD1	O28161_F1	afdb	91-180	4613774
10.1.3.183	PF04151	5028186	A0A0B5HEF1_F1_nD2	A0A0B5HEF1_F1	afdb	156-260	4636361
10.1.3.183	PF04151	5033861	A0A151DZG3_F1_nD2	A0A151DZG3_F1	afdb	211-340	4642036
10.1.3.183	PF04151	5039338	A0A2P6VU61_F1_nD1	A0A2P6VU61_F1	afdb	36-153	4647513
10.1.3.183	PF04151	5040615	A0A2P6VVX9_F1_nD2	A0A2P6VVX9_F1	afdb	171-295	4648790
10.1.3.183	PF04151	5044661	A0A5C9DYU7_F1_nD2	A0A5C9DYU7_F1	afdb	201-300	4652836
10.1.3.183	PF04151	5044662	A0A5C9DYU7_F1_nD3	A0A5C9DYU7_F1	afdb	311-410	4652837
10.1.3.183	PF04151	5047632	A0A5C9E1P2_F1_nD1	A0A5C9E1P2_F1	afdb	141-240,346-355	4655807
10.1.3.183	PF04151	5047633	A0A5C9E1P2_F1_nD2	A0A5C9E1P2_F1	afdb	241-345	4655808
10.1.3.183	PF04151	4959958	D1Z0B9_F1_nD4	D1Z0B9_F1	afdb	556-665	4568133
10.1.3.183	PF04151	5014926	Q5JIZ5_F1_nD3	Q5JIZ5_F1	afdb	446-545	4623101
10.1.3.183	PF04151	5014927	Q5JIZ5_F1_nD4	Q5JIZ5_F1	afdb	551-660	4623102
10.1.3.183	PF04151	5084091	UPI0037678216_nD1	UPI0037678216	uniparc	31-125	4692266
10.1.3.183	PF04151	5068350	UPI003171762E_nD1	UPI003171762E	uniparc	26-140	4676525
10.1.3.183	PF04151	5062507	UPI002775DEEE_nD2	UPI002775DEEE	uniparc	151-260	4670682
10.1.3.183	PF04151	5077448	UPI0032F3F594_nD2	UPI0032F3F594	uniparc	141-245	4685623
10.1.3.183	PF04151	5060634	UPI00275DC536_nD1	UPI00275DC536	uniparc	31-140	4668809
10.1.3.183	PF04151	5062230	UPI002772419C_nD1	UPI002772419C	uniparc	31-135	4670405
10.1.3.183	PF04151	5077072	UPI0032F13C13_nD1	UPI0032F13C13	uniparc	51-165	4685247
10.1.3.184	PF08530	5033447	A0A151E0V8_F1_nD2	A0A151E0V8_F1	afdb	331-540	4641622
10.1.3.184	PF08530	5034152	A0A151DWF6_F1_nD1	A0A151DWF6_F1	afdb	1-150	4642327
10.1.3.184	PF08530	5034615	A0A151DYR7_F1_nD2	A0A151DYR7_F1	afdb	351-555	4642790
10.1.3.184	PF08530	5039139	A0A2P6VX67_F1_nD3	A0A2P6VX67_F1	afdb	591-790	4647314
10.1.3.184	PF08530	5039141	A0A2P6VUT7_F1_nD2	A0A2P6VUT7_F1	afdb	401-550	4647316
10.1.3.184	PF08530	5039229	A0A2P6VUU4_F1_nD2	A0A2P6VUU4_F1	afdb	391-575	4647404
10.1.3.184	PF08530	5039250	A0A2P6VY69_F1_nD3	A0A2P6VY69_F1	afdb	516-690	4647425
10.1.3.184	PF08530	5039956	A0A2P6VUL5_F1_nD2	A0A2P6VUL5_F1	afdb	401-590	4648131
10.1.3.184	PF08530	5040077	A0A2P6VYE3_F1_nD2	A0A2P6VYE3_F1	afdb	361-545	4648252
10.1.3.184	PF08530	5040256	A0A2P6VXY3_F1_nD2	A0A2P6VXY3_F1	afdb	126-280	4648431
10.1.3.184	PF08530	5040797	A0A2P6VUX0_F1_nD2	A0A2P6VUX0_F1	afdb	416-594	4648972
10.1.3.184	PF08530	5041422	A0A2P6VX69_F1_nD2	A0A2P6VX69_F1	afdb	386-575	4649597
10.1.3.184	PF08530	5041444	A0A2P6VWN9_F1_nD2	A0A2P6VWN9_F1	afdb	91-265	4649619
10.1.3.184	PF08530	5049237	A0A532TJZ1_F1_nD2	A0A532TJZ1_F1	afdb	431-650	4657412
10.1.3.184	PF08530	5050820	A0A532TJ99_F1_nD3	A0A532TJ99_F1	afdb	531-740	4658995
10.1.3.184	PF08530	5053199	A0A532TMR4_F1_nD2	A0A532TMR4_F1	afdb	391-605	4661374
10.1.3.184	PF08530	4946469	A0A9Y1FLK6_F1_nD2	A0A9Y1FLK6_F1	afdb	366-570	4554644
10.1.3.192	PF17957	4945062	A0A9Y1BMI6_F1_nD1	A0A9Y1BMI6_F1	afdb	76-180	4553237
10.1.3.192	PF17957	4945064	A0A9Y1BMI6_F1_nD3	A0A9Y1BMI6_F1	afdb	276-390	4553239
10.1.3.187	PF12222	5010848	Q4J9N3_F1_nD2	Q4J9N3_F1	afdb	191-345	4619023
10.1.3.180	PF01105	5032460	A0A0P9E0Q4_F1_nD1	A0A0P9E0Q4_F1	afdb	1-80	4640635
10.1.3.188	PF13240	4945587	A0A9Y1BNU6_F1_nD1	A0A9Y1BNU6_F1	afdb	21-140	4553762
10.1.3.190	PF14741	5031168	A0A0P9E691_F1_nD3	A0A0P9E691_F1	afdb	61-105,436-540	4639343
10.1.3.197	PF23924	4962830	D4GSL2_F1_nD3	D4GSL2_F1	afdb	126-220	4571005
10.1.3.198	PF24108	4962578	D4GRZ7_F1_nD1	D4GRZ7_F1	afdb	1-130	4570753
10.1.3.199	PF24517	5049226	A0A532T9F8_F1_nD1	A0A532T9F8_F1	afdb	6-210	4657401
10.1.3.200	PF25470	5034239	A0A151E813_F1_nD1	A0A151E813_F1	afdb	26-220	4642414
