109.3.1.200	PF00023,PF08344,PF13637	2976519	e6d7lA1	882949	A:42-141,A:162-298,A:778-828	109.3.1.6	t	provisional
109.3.1.320	PF14432	3677917	A0A1D6MPA3_F1_nD5	126721	711-845		t	provisional
109.3.1.353	PF04664	3889637	E7EYZ3_F1_nD1	214654	41-285		t	provisional
109.3.1.376	PF20169	3287063	K0ETT7_F1_nD6	257997	941-1015,1076-1155	109.3.1.90	t	provisional
109.3.1.382	PF00023,PF12796,PF13637,PF20431	3322490	K7KH98_F1_nD1	265330	26-325	109.3.1.2	t	provisional
109.3.1.397	PF12313,PF12796	3834805	P93002_F1_nD2	324542	261-460,486-565	109.3.1.43	t	provisional
109.3.1.411	PF11040	3715224	Q4D9X0_F1_nD3	370877	221-300,331-385,426-550	109.3.1.85	t	provisional
109.3.1.444	PF10269	3857708	Q8R3R5_F1_nD1	449838	1-265		t	provisional
109.35.1.13	PF01851,PF13646,PF18004	2391215	e6fvtN1	1042755	N:305-752,N:785-856	109.35.1.2	t	provisional
109.4.1.1254	PF01535,PF13041,PF20431	3420834	Q7XTG3_F1_nD1	426238	1-540	109.4.1.420	t	provisional
109.4.1.1257	PF12854,PF13041	3664730	A0A1X7YID1_F1_nD1	137257	1-215,416-505	109.4.1.769	t	provisional
109.4.1.1258	PF01535,PF12854,PF13041	2048354	e5iwbB1	751074	B:10-129	109.4.1.184	t	provisional
109.4.1.1261	PF12854,PF13041,PF17177	3648617	A0A1X7YED0_F1_nD2	137128	181-380	109.4.1.771	t	provisional
109.4.1.1263	PF00515,PF13432	4554	e1fchA1	860473	A:46-368	109.4.1.5	t	manual
109.4.1.1266	PF00514,PF25598	3675697	A0A1X7YII5_F1_nD4	137266	336-635	109.4.1.732	t	provisional
109.4.1.1267	PF01535,PF13041,PF14432,PF20431	3831659	Q9S7F4_F1_nD2	488751	156-825	109.4.1.1156	t	provisional
109.4.1.1271	PF01535,PF13041,PF23276	3658242	A0A1X7YGI2_F1_nD2	137190	186-350	109.4.1.768	t	provisional
109.4.1.1272	PF01535,PF13041,PF13812,PF20431	3658241	A0A1X7YGI2_F1_nD3	137190	351-540	109.4.1.817	t	provisional
109.4.1.1274	PF01535,PF12854,PF13041,PF13812,PF17177	3648615	A0A1X7YED0_F1_nD4	137128	456-980	109.4.1.773	t	provisional
109.4.1.1275	PF01535,PF12854,PF13041,PF13812,PF17177,PF23276	1123783	e4m59A1	1114582	A:6-714	109.4.1.189	t	provisional
109.4.1.1276	PF02259,PF23593	1115536	e4jsnA2	578124	A:10-439,A:492-639	109.4.1.30	t	provisional
109.4.1.1279	PF01535,PF12854,PF13041,PF17177,PF23276	3683185	A0A1X7YFD7_F1_nD1	137161	41-685,711-760	109.4.1.772	t	provisional
109.4.1.1287	PF13174,PF13181,PF13432	2080125	e5jqyA1	627940	A:1-232	109.4.1.118	t	manual
109.4.1.1291	PF01535,PF13041,PF13812,PF14432,PF20431	3676373	A0A1D6KA87_F1_nD4	121862	386-955	109.4.1.621	t	provisional
109.4.1.1294	PF00515,PF12895,PF13181,PF13424,PF13432	1487475	e4rg6A1	682867	A:7-504	109.4.1.7	t	manual
109.4.1.1295	PF01535,PF13041,PF13812,PF23276	3331226	K7MV40_F1_nD2	274315	491-745	109.4.1.1228	t	provisional
109.4.1.1297	PF04821,PF27570	3276177	Q54KW8_F1_nD2	384926	6-20,66-280,391-625,681-800	109.4.1.382	t	provisional
109.4.1.1298	PF08609,PF28415	3425002	Q0J0F7_F1_nD1	332559	16-65,86-115,141-405	109.4.1.404	t	provisional
109.4.1.1301	PF10257,PF19311,PF19314	3566616	Q86V87_F1_nD2	430598	271-475,536-725	109.4.1.495	t	provisional
109.4.1.1304	PF13181,PF13374,PF13424	2095496	e5o01A1	1004575	A:2-255	109.4.1.198	t	manual
109.4.1.1307	PF04129,PF20655	3717635	Q4DVK6_F1_nD3	376956	141-565,621-830	109.4.1.327	t	provisional
109.4.1.1313	PF02985,PF03810,PF13513,PF25574,PF25780	4580	e1qbkB1	558662	B:3-890	109.4.1.204	t	manual
109.4.1.1315	PF13176,PF13181,PF13374,PF13424	1722652	e5a6cB1	745420	B:1-336	109.4.1.198	t	manual
109.4.1.1317	PF04100,PF16854	3513682	A0A077Z2Y9_F1_nD2	10919	61-660	109.4.1.592	t	provisional
109.4.1.1318	PF07923,PF11882	3749064	A0A0G2JT26_F1_nD1	31358	26-310,481-755,791-835	109.4.1.524	t	provisional
109.4.1.1320	PF13176,PF13374,PF13424	2168367	e6fv0A1	618788	A:14-236,A:260-295,A:328-338	109.4.1.194	t	provisional
109.4.1.1324	PF08336,PF23558	3629784	A0A044RSV2_F1_nD2	1888	21-30,131-300	109.4.1.704	t	provisional
109.4.1.1326	PF04049,PF13181,PF13414	1879627	e5g04C1	1141571	C:26-557	109.4.1.56	t	provisional
109.4.1.1329	PF09797,PF31234	2067064	e5k04A1	572981	A:13-750	109.4.1.140	t	provisional
109.4.1.1332	PF00514,PF13646,PF16186	1316581	e2ru4B1	600790	B:1-84	109.4.1.2	t	manual
109.4.1.1340	PF08318,PF20662,PF20663	3187681	U7PW27_F1_nD2	510099	131-390,431-480,516-950	109.4.1.373	t	provisional
109.4.1.1345	PF02985,PF03810,PF13513,PF25574	4578	e1qgrA1	1035836	A:1-876	109.4.1.55	t	manual
109.4.1.1347	PF13432,PF14559	1182357	e2jlbB6	1151431	B:21-170	109.4.1.201	t	provisional
109.4.1.1348	PF00515,PF13176,PF13374,PF13424	3199705	C0NXB2_F1_nD5	195691	701-945	109.4.1.784	t	provisional
109.4.1.1359	PF00515,PF12895,PF13176,PF13424	3101308	e8pkpQ1	726504	Q:2-95,Q:124-533	109.4.1.186	t	provisional
109.4.1.1360	PF03914,PF07540	3192734	U7Q3D4_F1_nD3	512514	56-80,116-355,411-729	109.4.1.574	t	provisional
109.4.1.1362	PF20649	3773276	A0A0G2K9P5_F1_nD2	32976	66-195,221-380	109.4.1.556	t	provisional
109.4.1.1366	PF11878,PF28208	3411060	M9PCG3_F1_nD5	279858	41-80,221-265,461-470,781-790,976-1340,1481-1550,1581-1645	109.4.1.366	t	provisional
109.4.1.1373	PF10474,PF10475	3676400	A0A1D6K7X2_F1_nD3	121728	211-420,491-610,646-660,731-785,856-1030,1061-1125	109.4.1.594	t	provisional
109.4.1.1380	PF00514,PF01749,PF13646,PF16186	3196629	C0NWI6_F1_nD1	195479	6-535	109.4.1.377	t	provisional
109.4.1.1387	PF09742,PF12722	3774342	D4A0C3_F1_nD1	211957	6-295,326-580,676-765		t	provisional
109.4.1.1394	PF00515,PF13181,PF13424	4551	e1elrA1	1078145	A:1-128	109.4.1.5	t	manual
109.4.1.1395	PF08389,PF24138,PF24139,PF24140	1140573	e4c0oA1	818522	A:3-922	109.4.1.112	t	provisional
109.4.1.1397	PF02184,PF23231,PF23233,PF23241,PF29376	3071370	e8c6jS1	1094604	S:15-656	109.4.1.28	t	provisional
109.4.1.1398	PF12862,PF13374,PF29127	1673889	e4ui9O2	688982	O:207-756	109.4.1.185	t	manual
109.4.1.1399	PF03542,PF11864	3410210	Q9VW83_F1_nD2	499336	226-905,946-970,1781-1805	109.4.1.533	t	provisional
109.4.1.1406	PF02985,PF12755	3178496	Q06708_F1_nD1	329208	6-170,196-315,356-385	109.4.1.765	t	provisional
109.4.1.1413	PF28415	4613	e1xqrA1	1034251	A:24-287		t	manual
109.4.1.1420	PF20210,PF25468	3921528	A0A0R4ISV1_F1_nD1	84302	1-1250,1271-1820	109.4.1.331	t	provisional
109.4.1.1427	PF13174,PF13181,PF14559	1879641	e5g04X1	602175	X:36-110,X:132-540	109.4.1.119	t	provisional
109.4.1.1429	PF09497,PF12145	3869101	A2AGH6_F1_nD1	168256	101-310,346-625,731-760,1336-1645	109.4.1.309	t	provisional
109.4.1.1432	PF11732,PF16134	3520480	A0A077ZF34_F1_nD2	14835	171-385,406-510	109.4.1.442	t	provisional
109.4.1.1435	PF02985,PF22956	3189779	U7PVK3_F1_nD2	509933	361-415,436-1000,1271-1305	109.4.1.878	t	provisional
109.4.1.1440	PF01535,PF13041,PF17177,PF23276	1878863	e5i9fA1	842859	A:37-424	109.4.1.189	t	provisional
109.4.1.1441	PF00515,PF13414,PF13432	3319093	K7LJ63_F1_nD3	269460	306-635	109.4.1.795	t	provisional
109.4.1.1456	PF03810,PF25018	3077426	e8f19A1	534276	A:1-851,A:875-896,A:955-1003	109.4.1.46	t	provisional
109.4.1.1466	PF02184,PF23233	1910322	e5gm6d1	903668	d:40-275,d:295-297	109.4.1.29	t	provisional
109.4.1.1467	PF04136,PF20671,PF31184	4497411	Q96JB2_nD2	462156	131-510,556-625,681-825		f	provisional
109.4.1.1473	PF13181,PF13414,PF13424	151899	e4gcnA1	552678	A:1-127	109.4.1.8	t	provisional
109.4.1.1478	PF13414,PF13432	4012551	A0A175VNH6_F1_nD1	90108	206-290,311-650	109.4.1.792	t	provisional
109.4.1.1482	PF03810,PF08389,PF24138,PF24139,PF24140	3724744	A0A0D2F638_F1_nD1	23361	1-973	109.4.1.553	t	provisional
109.4.1.1486	PF14837,PF14838	3801223	A0A0H5SQ58_F1_nD1	40328	26-740,816-830		t	provisional
109.4.1.1490	PF14225,PF14228	3744254	Q9HDV6_F1_nD3	474764	1236-1965,2036-2095	109.4.1.443	t	provisional
109.4.1.1493	PF20665,PF20666,PF22766	4415123	Q4V8C2_nD3	380962	91-305,311-425,471-775		f	provisional
109.4.1.1499	PF07719,PF13174,PF14559	1910263	e5khrX1	1175514	X:2-76,X:98-418	109.4.1.98	t	provisional
109.4.1.1501	PF02985,PF08623,PF13513,PF23271,PF25782	4586	e1u6gC1	844105	C:4-307,C:344-1210	109.4.1.34	t	manual
109.4.1.1506	PF02985,PF13513,PF18808,PF18829,PF25574,PF25780	3190723	U7Q473_F1_nD1	512789	6-815,836-900	109.4.1.416	t	provisional
109.4.1.1526	PF14663,PF14664,PF14666,PF14668	3696959	A0A1C1CRU4_F1_nD4	106033	221-530,551-1180	109.4.1.326	t	provisional
109.4.1.1532	PF14694,PF14695	3312444	K7K6S1_F1_nD1	264204	1-230,251-410,436-585,636-695	109.4.1.667	t	provisional
109.4.1.1536	PF13176,PF13181,PF13432,PF14559	424333	e3as5A1	1071884	A:4-179	109.4.1.202	t	provisional
109.4.1.1537	PF07719,PF13181,PF13374,PF13424	2171546	e6c6kA1	872047	A:3-465	109.4.1.97	t	provisional
109.4.1.1538	PF11935,PF20168	1088203	e4imiA1	1109432	A:7-337	109.4.1.163	t	provisional
109.4.1.1539	PF13513,PF18808,PF18816,PF18829,PF25574,PF25780	1290148	e3w3tA1	777782	A:4-1078	109.4.1.205	t	provisional
109.4.1.1547	PF29709	3582059	A0A3P7EIW2_F1_nD2	148194	211-565	109.4.1.352	t	provisional
109.4.1.1551	PF10257,PF19314	3735897	A0A0D2HAB4_F1_nD1	30304	21-270,296-470,506-640,691-715,816-845	109.4.1.472	t	provisional
109.4.1.1562	PF13431,PF13432,PF14559	1610272	e3cvqA1	829518	A:7-321	109.4.1.196	t	provisional
109.4.1.1571	PF03810,PF08389,PF18773,PF18786,PF18806,PF24138,PF24139,PF24140	1148603	e2xwuB2	595276	B:19-652,B:675-954	109.4.1.49	t	provisional
109.4.1.1588	PF27584,PF27595,PF30849	4886297	Q2UBW0_nD3	1486923	281-330,486-600,606-1165,1171-1395,1416-1760,1806-1825		f	provisional
109.4.1.1593	PF02985,PF13513,PF18808,PF18816,PF18829,PF25574,PF25780	3846956	Q8BKC5_F1_nD1	435863	6-1095	109.4.1.569	t	provisional
109.4.1.1613	PF07719,PF12895,PF13181	2875707	e8a3tK1	1052836	K:229-326,K:352-669	109.4.1.96	t	provisional
109.4.1.1630	PF08640,PF23233	2125177	e5oqlE1	757029	E:2-196,E:272-409	109.4.1.123	t	provisional
109.4.1.1642	PF11707,PF16201	3376836	A0A0R0EYH1_F1_nD1	72457	16-510,566-1885,2081-2355,2391-2455	109.4.1.494	t	provisional
109.4.1.1644	PF09324,PF20252	3993353	A0A3P7QUL0_F1_nD2	152523	441-460,711-1405	109.4.1.330	t	provisional
109.4.1.1646	PF11817,PF29907	4013755	A0A175VX08_F1_nD3	92539	116-145,241-625	109.4.1.403	t	provisional
109.4.1.1654	PF11935,PF12295	4275441	Q92797_nD2	457994	1-350,556-1100,1136-1160		f	provisional
109.4.1.1660	PF27570	3469373	A0A0P0WJ92_F1_nD3	66579	161-175,216-240,336-550,686-815	109.4.1.382	t	provisional
109.4.1.1671	PF07719,PF13432,PF14559	3679543	A0A1D6NMA4_F1_nD1	128736	191-395	109.4.1.728	t	provisional
109.4.1.1673	PF13428,PF13432,PF14559,PF29376	3180417	U7PWN8_F1_nD2	510295	626-925	109.4.1.794	t	provisional
109.4.1.1685	PF27595,PF30849	3208003	C0NW09_F1_nD3	195339	1151-1795,1831-1845,1901-1935	109.4.1.1241	t	provisional
109.4.1.1687	PF21587,PF21588	3563491	Q2VPB7_F1_nD1	352814	1-635	109.4.1.854	t	provisional
109.4.1.1693	PF29955	4137777	Q09796_nD1	330602	1-985		f	provisional
109.4.1.1697	PF02985,PF03810,PF25574,PF25780	2323971	e5ve8B1	840794	B:43-1116		t	manual
109.4.1.1707	PF00515,PF12895,PF13181,PF18391	4563	e2c2lA1	1094951	A:1-201	109.4.1.9	t	manual
109.4.1.1738	PF01535,PF12854,PF13041,PF14432,PF20430,PF20431	3462725	A0A0P0X0Q1_F1_nD2	67666	231-769	109.4.1.351	t	provisional
109.4.1.1753	PF02526	4029506	A0A143ZWU2_F1_nD2	88048	226-810	109.4.1.740	t	provisional
109.4.1.1755	PF07539,PF20416,PF23099	3692616	A0A1C1CCP9_F1_nD2	101607	1-1055,1276-2585	109.4.1.460	t	provisional
109.4.1.1773	PF03810,PF25018,PF25758	2462397	e6n1zD1	1021576	D:15-302,D:325-881,D:904-935,D:997-1041	109.4.1.54	t	provisional
109.4.1.1807	PF26573,PF30504	3530947	Q9HCE0_F1_nD4	474593	711-930,961-1090,1116-1475	109.4.1.1181	t	provisional
109.4.1.1815	PF30838	3586120	A0A3P7FQ37_F1_nD3	150391	191-325,431-700,831-1028	109.4.1.714	t	provisional
109.4.1.1824	PF10487,PF18378,PF21093	3728562	A0A0D2GKX4_F1_nD1	26551	1-1824	109.4.1.396	t	provisional
109.4.1.1829	PF12921,PF13812	4545933	Q9USP3_nD1	494356	1-440		f	provisional
109.4.1.1844	PF00515,PF13374,PF13424	3990840	A0A0N4UFH6_F1_nD2	58765	1-35,111-395	109.4.1.341	t	provisional
109.4.1.1862	PF10408,PF19322,PF25576	3680397	A0A1D6IKD5_F1_nD2	118966	46-95,291-680,721-730,761-1235	109.4.1.813	t	provisional
109.4.1.1874	PF20671,PF31184	3273328	Q54TT4_F1_nD5	387117	481-495,516-670,716-860	109.4.1.821	t	provisional
109.4.1.1878	PF11229,PF12530	3916712	E7FGT5_F1_nD1	216668	6-735,756-810,1046-1705,1726-1805	109.4.1.539	t	provisional
109.4.1.1920	PF12895,PF13181,PF13424,PF18801	1118456	e4i9cA1	978565	A:3-374	109.4.1.187	t	provisional
109.4.1.1924	PF20412,PF27567	3627161	A0A044UWH4_F1_nD1	6726	16-530,566-875	109.4.1.816	t	provisional
109.4.1.1926	PF13181,PF13374,PF13414,PF14559	3502203	A0A077Z8Y4_F1_nD1	12845	21-195	109.4.1.780	t	provisional
109.4.1.1932	PF16201,PF26140	3171078	P34241_F1_nD2	309054	371-1764	109.4.1.590	t	provisional
109.4.1.1933	PF13428,PF14559,PF23240	3723992	A0A0D2D962_F1_nD4	19484	551-700	109.4.1.802	t	provisional
109.4.1.1945	PF21047,PF23210,PF23221,PF23227	3216039	K8ERU3_F1_nD1	278166	6-765,786-1765	109.4.1.839	t	provisional
109.4.1.1946	PF07719,PF13181,PF13424	3933480	A0A0K0DYM6_F1_nD1	43547	1-395,426-570	109.4.1.449	t	provisional
109.4.1.1965	PF28295	2841850	e6whbA1	744887	A:10-61,A:90-306	109.4.1.265	t	provisional
109.4.1.1974	PF12074,PF24993	3171188	P33892_F1_nD1	308913	1-665	109.4.1.638	t	provisional
109.4.1.1975	PF10274,PF25801	3194616	U7Q5H6_F1_nD10	513217	2211-2680	109.4.1.544	t	provisional
109.4.1.1996	PF15787,PF20425	3672750	A0A1D6QSM7_F1_nD3	132111	606-1020,1291-1490	109.4.1.483	t	provisional
109.4.1.2025	PF16214	3543247	O43306_F1_nD1	287021	131-320,636-775,811-930	621.1.1.6	t	provisional
109.4.1.2031	PF00515,PF12895,PF13181	3411530	Q9VS37_F1_nD1	498567	6-175,301-325,506-900	109.4.1.362	t	provisional
109.4.1.2043	PF13181,PF13374,PF13432	3863703	Q56A06_F1_nD2	391595	261-275,296-320,456-600	109.4.1.622	t	provisional
109.4.1.2093	PF03810,PF08389,PF18773,PF18806,PF24139	1122217	e2x1gF1	1178125	F:11-965	109.4.1.50	t	provisional
109.4.1.2108	PF12372,PF20926,PF20927	3628307	A0A044TN99_F1_nD1	4808	1-325,381-1220,1731-2045,2076-2554	109.4.1.827	t	provisional
109.4.1.2122	PF20665,PF22766	3519213	A0A077Z6U1_F1_nD1	12162	91-415,526-820	109.4.1.863	t	provisional
109.4.1.2124	PF12372,PF20926	3520619	A0A077Z7F2_F1_nD1	12356	1-275,356-390,416-1480	109.4.1.825	t	provisional
109.4.1.2130	PF01851,PF13646	2129015	e5m32i1	932639	i:475-481,i:489-693,i:756-775	109.4.1.26	t	provisional
109.4.1.2153	PF19314	3525477	Q8N612_F1_nD2	447696	426-460,551-575,736-830,916-950		t	provisional
109.4.1.2174	PF02985,PF11916,PF12755,PF24987	3298342	A0A0R0IKU5_F1_nD1	78278	6-490	109.4.1.357	t	provisional
109.4.1.2176	PF13513,PF18808,PF18829,PF25574,PF25780	3344993	A0A0R0JW92_F1_nD1	80225	6-800,821-925	109.4.1.412	t	provisional
109.4.1.2194	PF07721,PF13374,PF13424,PF13432	3182967	U7PP98_F1_nD6	507837	856-1030	109.4.1.781	t	provisional
109.4.1.2200	PF14222,PF14225,PF14228	3640594	C1GZN2_F1_nD2	200859	111-145,241-325,366-750,771-825,851-1185,1216-2310	109.4.1.446	t	provisional
109.4.1.2230	PF06012,PF06025	3469648	Q0J365_F1_nD1	332706	1-195,221-415,456-650,746-870,891-1000,1096-1220		t	provisional
109.4.1.2318	PF07719,PF13176,PF13181,PF13424	3539714	Q96AY4_F1_nD2	461251	471-860,2341-2415	109.4.1.788	t	provisional
109.4.1.2341	PF14764,PF25153,PF25154	4381731	O43299_nD1	287011	6-255,286-725,746-780		f	provisional
109.4.1.2343	PF14910,PF14911	4548088	O46089_nD1	288377	1-25,46-1100		f	provisional
109.4.1.2364	PF13174,PF13432,PF16331	4008042	P45955_F1_nD2	314826	56-110,141-260	109.4.1.378	t	provisional
109.4.1.2366	PF22575	4433559	P53185_nD2	317741	236-375,466-675		f	provisional
109.4.1.2374	PF30033	2420868	e5vxvA1	630736	A:2-218		t	provisional
109.4.1.2376	PF02188,PF13176,PF13424	3410378	Q9VB22_F1_nD2	495402	216-415,436-495	109.4.1.402	t	provisional
109.4.1.2378	PF05279,PF13174,PF13181,PF13432	3842495	Q8BSY0_F1_nD1	436186	51-95,306-540	109.4.1.748	t	provisional
109.4.1.2400	PF03798	3762807	Q6AYM9_F1_nD1	411857	16-265		t	provisional
109.4.1.2423	PF22928,PF22929	3407960	Q9W1C5_F1_nD5	500312	851-1165,1906-2045	109.4.1.874	t	provisional
109.4.1.2437	PF13176,PF18801	180062	e3q15A1	846446	A:6-378	109.4.1.253	t	provisional
109.4.1.2447	PF08623,PF13513,PF23271,PF25782	3098939	e8or3C1	696228	C:12-314,C:350-1218	109.4.1.122	t	provisional
109.4.1.2483	PF07721,PF13181,PF14559,PF25058,PF25060,PF25064	3502566	A0A077Z5M3_F1_nD1	11776	1-510	109.4.1.462	t	provisional
109.4.1.2498	PF06889,PF27158,PF30223	3501148	A0A077ZGN2_F1_nD1	15337	6-265,286-300,321-500,621-820	109.4.1.488	t	provisional
109.4.1.2507	PF13513,PF18808,PF18816,PF18829,PF25574	3633705	A0A0A2V3X6_F1_nD1	18444	1-805	109.4.1.656	t	provisional
109.4.1.2516	PF18808,PF18816,PF18829,PF25780	3734422	A0A0D2GTF1_F1_nD2	27895	6-320,351-370,616-1100	109.4.1.534	t	provisional
109.4.1.2529	PF02985,PF12755,PF22646,PF22956,PF25757	3791133	A0A0J9XLP4_F1_nD2	40663	226-590	109.4.1.861	t	provisional
109.4.1.2612	PF02985,PF12460,PF13513,PF18808,PF18816,PF18829,PF25574,PF25780	4022212	A0A175VUR9_F1_nD1	91888	6-815,836-1095	109.4.1.417	t	provisional
109.4.1.2662	PF02985,PF18808,PF18829,PF23271,PF25574,PF25780	3683800	A0A1D6L0X5_F1_nD1	123471	6-1100,1121-1130	109.4.1.421	t	provisional
109.4.1.2676	PF05843,PF13428,PF14559,PF29376	3671849	A0A1D6MXR6_F1_nD4	127336	256-960	109.4.1.753	t	provisional
109.4.1.2718	PF22927,PF22929	3585480	A0A3P7DLC8_F1_nD1	143816	6-475,511-635,861-1033	109.4.1.873	t	provisional
109.4.1.2771	PF14675,PF14676,PF14677,PF14678,PF14680	3410402	A1Z7L1_F1_nD2	167629	166-780,806-1305,1336-1365	109.4.1.617	t	provisional
109.4.1.2793	PF08631,PF13181	3825527	B0M1H3_F1_nD1	179550	21-590	109.4.1.465	t	provisional
109.4.1.2873	PF06060,PF21058	3899300	E7EXK7_F1_nD1	214493	36-240,286-1045	109.4.1.567	t	provisional
109.4.1.2877	PF07719,PF12895,PF13181,PF13432,PF14559,PF19440	4235833	E9Q6P5_nD1	217929	6-840		f	provisional
109.4.1.2893	PF14674,PF14675	3900498	F1R3B9_F1_nD1	223179	1-170	109.4.1.461	t	provisional
109.4.1.2894	PF14675,PF14676,PF14677,PF14679,PF14680	3917988	F1R3B9_F1_nD2	223179	171-1040	109.4.1.406	t	provisional
109.4.1.3165	PF22958,PF22999	3169496	Q04781_F1_nD2	328536	16-430,1201-1405	109.4.1.881	t	provisional
109.4.1.3304	PF12895,PF13174,PF13181,PF13414,PF13424,PF13432	3604197	Q57711_F1_nD2	392020	146-335	109.4.1.734	t	provisional
109.4.1.3380	PF13428,PF13432,PF19440	3394514	Q7KN74_F1_nD2	423482	236-860	109.4.1.557	t	provisional
109.4.1.3393	PF12717,PF12765,PF12922	3463224	Q7XAM6_F1_nD3	425296	206-455,531-795,816-1235	109.4.1.336	t	provisional
109.4.1.3424	PF20724,PF20725	4030489	Q8I2U0_F1_nD1	440735	61-320	109.4.1.730	t	provisional
109.4.1.3569	PF13424,PF22883	3918871	X1WD61_F1_nD1	514369	6-205	109.4.1.867	t	provisional
