1085.1.1.1	PF21763	5000618	EPP00004599_nD2	EPP00004599	epp	206-300	4608793
1085.1.1.1	PF21763	5026659	EPP00023196_nD2	EPP00023196	epp	206-295	4634834
1085.1.1.1	PF21763	5062914	UPI00277AE91D_nD2	UPI00277AE91D	uniparc	211-300	4671089
1085.1.1.1	PF21763	5063907	UPI002A99C040_nD2	UPI002A99C040	uniparc	181-265	4672082
1085.1.1.1	PF21763	5066102	UPI0031612F22_nD2	UPI0031612F22	uniparc	186-275	4674277
1085.1.1.1	PF21763	5068341	UPI00317162B7_nD2	UPI00317162B7	uniparc	176-265	4676516
1085.1.1.1	PF21763	5068019	UPI00316F4E2E_nD2	UPI00316F4E2E	uniparc	176-265	4676194
1085.1.1.1	PF21763	5074658	UPI00324F0196_nD2	UPI00324F0196	uniparc	196-285	4682833
1085.1.1.1	PF21763	5076849	UPI00325630AC_nD2	UPI00325630AC	uniparc	196-285	4685024
1085.1.1.1	PF21763	5077472	UPI0032F40D10_nD2	UPI0032F40D10	uniparc	201-290	4685647
1085.1.1.1	PF21763	5081781	UPI003560631B_nD2	UPI003560631B	uniparc	201-290	4689956
1085.1.1.1	PF21763	4969472	EPP00026612_nD2	EPP00026612	epp	201-285	4577647
1085.1.1.1	PF21763	4971596	EPP00000849_nD2	EPP00000849	epp	201-285	4579771
1085.1.1.1	PF21763	4973988	EPP00014695_nD2	EPP00014695	epp	181-270	4582163
1085.1.1.1	PF21763	4975615	EPP00009939_nD2	EPP00009939	epp	196-285	4583790
1085.1.1.1	PF21763	4975954	EPP00010253_nD2	EPP00010253	epp	201-290	4584129
1085.1.1.1	PF21763	4977626	EPP00002013_nD2	EPP00002013	epp	191-280	4585801
1085.1.1.1	PF21763	4981954	EPP00028856_nD2	EPP00028856	epp	196-280	4590129
1085.1.1.1	PF21763	4983147	EPP00021744_nD2	EPP00021744	epp	196-280	4591322
1085.1.1.1	PF21763	4984965	EPP00015935_nD2	EPP00015935	epp	181-255	4593140
1085.1.1.1	PF21763	4985091	EPP00016045_nD2	EPP00016045	epp	181-270	4593266
1085.1.1.1	PF21763	4988631	EPP00020460_nD2	EPP00020460	epp	206-290	4596806
1085.1.1.1	PF21763	4968671	EPP00025885_nD2	EPP00025885	epp	226-300	4576846
1085.1.1.1	PF21763	4966829	EPP00018135_nD2	EPP00018135	epp	181-270	4575004
1085.1.1.2	PF27767	5011978	Q4JC83_F1_nD2	Q4JC83_F1	afdb	136-220	4620153
7070.1.1.1	PF31103	5016551	Q6LZ71_F1_nD1	Q6LZ71_F1	afdb	1-200	4624726
