148.1.3.362	PF15104	3556555	Q5VU69_F1_nD2	Q5VU69_F1	afdb	46-95	f	t
101.1.2.683	PF17194	3946906	A0A0H3GQB5_F1_nD1	A0A0H3GQB5_F1	afdb	6-55	f	t
3410.1.1.2	PF30162	4010151	P76484_F1_nD3	P76484_F1	afdb	81-230	f	t
101.1.1.505	PF15992	3410892	Q7JWH6_F1_nD2	Q7JWH6_F1	afdb	236-325	f	t
1177.1.1.2	PF04749	3571998	Q9BYD5_F1_nD1	Q9BYD5_F1	afdb	46-110	f	t
3939.1.1.328	PF26022	3891217	Q1LUM4_F1_nD2	Q1LUM4_F1	afdb	96-270,301-380	f	t
109.4.1.3329	PF00515,PF07719,PF13174,PF13432,PF14559	3461257	Q5QNE5_F1_nD1	Q5QNE5_F1	afdb	6-30,171-565	f	t
604.5.1.56	PF29353	3228705	D0Z5N5_F1_nD1	D0Z5N5_F1	afdb	41-245	f	t
3860.1.1.228	PF12757	3200476	C0NA85_F1_nD2	C0NA85_F1	afdb	336-380,416-500	f	t
298.1.1.38	PF20171	4090143	Q54709_nD3	Q54709_F1	afdb	241-405,426-440	f	t
5015.1.1.7	PF22030	3558017	P0DN84_F1_nD1	P0DN84_F1	afdb	11-35	f	t
241.5.1.2	PF07485	4958905	D1YY59_F1_nD2	D1YY59_F1	afdb	166-200,216-299	f	t
601.1.1.149	PF05794	3186565	U7PQ01_F1_nD4	U7PQ01_F1	afdb	681-830	f	t
2484.1.1.282	PF05699,PF27041	3891808	A0A0R4ITB8_F1_nD2	A0A0R4ITB8_F1	afdb	96-250,296-635	f	t
223.1.1.155	PF00360,PF00989,PF01590,PF08446	4100169	P25848_nD1	P25848_F1	afdb	61-585,591-745,756-780	f	t
632.2.1.41	PF15129	3561708	Q6UXT8_F1_nD1	Q6UXT8_F1	afdb	71-125	f	t
3291.1.1.116	PF12483	3680914	B4FE85_F1_nD2	B4FE85_F1	afdb	21-50,241-285	f	t
603.1.1.167	PF28963	3578258	A0A3P7GCQ6_F1_nD4	A0A3P7GCQ6_F1	afdb	276-430	f	t
109.24.1.8	PF24515	3765404	D3ZVJ3_F1_nD7	D3ZVJ3_F1	afdb	1041-1085,1121-1330	f	t
605.1.1.301	PF06156	4206801	Q1J881_nD1	Q1J881_F1	afdb	1-105	f	t
101.1.11.133	PF04842	3434186	Q5N951_F1_nD6	Q5N951_F1	afdb	691-780	f	t
102.1.1.173	PF27983	3407582	Q95T08_F1_nD1	Q95T08_F1	afdb	1-90	f	t
304.8.1.103	PF26954	3969661	Q9I288_F1_nD1	Q9I288_F1	afdb	31-115	f	t
150.5.1.81	PF10344	3341391	A0A0R0KET8_F1_nD3	A0A0R0KET8_F1	afdb	861-945	f	t
327.13.1.17	PF01343	3959324	X8FG28_F1_nD1	X8FG28_F1	afdb	6-120	f	t
5.1.4.660	PF00400,PF23381,PF25175	3102376	e8q1nB1	8q1n_B	pdb	B:5-321	f	t
4207.1.2.81	PF05917	3838615	O25799_F1_nD2	O25799_F1	afdb	66-160	f	t
3860.1.1.144	PF25526	3535455	O75334_F1_nD5	O75334_F1	afdb	356-485	f	t
4177.1.1.142	PF06013	3283657	K0F4K2_F1_nD1	K0F4K2_F1	afdb	6-220	f	t
5059.1.1.58	PF25968	3302812	K7M2P2_F1_nD5	K7M2P2_F1	afdb	641-845	f	t
148.1.3.402	PF04423	5014330	Q5JHN1_F1_nD1	Q5JHN1_F1	afdb	386-495	f	t
101.1.2.769	PF04963	4355986	P22881_nD3	P22881_F1	afdb	241-285	f	t
5086.1.1.208	PF14932	3678289	A0A1D6LTS3_F1_nD3	A0A1D6LTS3_F1	afdb	151-270,356-440	f	t
148.1.1.89	PF13683	3248253	Q54T33_F1_nD2	Q54T33_F1	afdb	71-170	f	t
109.4.1.2803	PF23702,PF24987	3913828	B8A5L1_F1_nD5	B8A5L1_F1	afdb	646-1000,1076-1270	f	t
2003.1.1.288	PF00185,PF02729	4382959	A0LK21_nD1	A0LK21_F1	afdb	6-305	f	t
4056.1.1.10	PF05140	3964086	Q5FAC4_F1_nD4	Q5FAC4_F1	afdb	296-340,376-435,556-565	f	t
3894.1.1.6	PF09318	4348598	P13484_nD1	P13484_F1	afdb	91-225	f	t
10.1.2.199	PF24517	5049226	A0A532T9F8_F1_nD1	A0A532T9F8_F1	afdb	6-210	f	t
70.4.1.10	PF06762,PF25179	3547916	Q9BU23_F1_nD1	Q9BU23_F1	afdb	6-145,497-555,621-655	t	t
12.7.1.1	PF17132	4388254	T2KNA8_nD1	T2KNA8_F1	afdb	131-250	f	t
101.1.6.32	PF17273	4640221	P17910_nD1	P17910_F1	afdb	6-75	f	t
192.10.1.13	PF26148	3402823	Q24314_F1_nD3	Q24314_F1	afdb	871-985	f	t
148.1.3.241	PF03470	3335497	A0A0R0IZ63_F1_nD1	A0A0R0IZ63_F1	afdb	1-50	f	t
3718.1.1.24	PF03124	3359704	K7MGR3_F1_nD1	K7MGR3_F1	afdb	21-115	f	t
109.3.1.282	PF15481	3619915	A0A044RF89_F1_nD1	A0A044RF89_F1	afdb	31-235	f	t
4099.1.1.48	PF25308	3230977	Q03570_F1_nD10	Q03570_F1	afdb	1116-1245	f	t
632.8.1.14	PF06558	4612227	A1JJK1_nD2	A1JJK1_F1	afdb	56-135	f	t
11.1.1.1223	PF00530	3917504	F6PCI1_F1_nD3	F6PCI1_F1	afdb	236-315	f	t
4177.1.1.120	PF29569	4106959	A8X7Z3_nD1	A8X7Z3_F1	afdb	221-415	f	t
589.1.1.15	PF00153	3655559	A0A1D6FNL4_F1_nD1	A0A1D6FNL4_F1	afdb	16-130	f	t
331.4.1.23	PF14806	3673690	A0A1D6MR41_F1_nD7	A0A1D6MR41_F1	afdb	1601-1725	f	t
109.4.1.2679	PF01535,PF13812,PF23276,PF25245	3672805	A0A1D6N9M3_F1_nD1	A0A1D6N9M3_F1	afdb	76-530	f	t
5.1.3.218	PF00400,PF24807	3580751	A0A3P7DBA3_F1_nD1	A0A3P7DBA3_F1	afdb	136-365	f	t
243.3.1.64	PF29059	3783275	A0A1D8PT68_F1_nD2	A0A1D8PT68_F1	afdb	161-215,306-359	f	t
304.48.1.91	PF29796	4528689	O83160_nD1	O83160_F1	afdb	46-195	f	t
109.4.1.3151	PF30106,PF30107	4009192	P76486_F1_nD1	P76486_F1	afdb	21-280	f	t
2008.1.1.183	PF27227	4494448	P04481_nD2	P04481_F1	afdb	81-215	f	t
6074.1.1.16	PF28687	3425138	Q0JH17_F1_nD1	Q0JH17_F1	afdb	111-145	f	t
207.2.1.114	PF22364	4235162	Q7BCK4_nD2	Q7BCK4_F1	afdb	61-485	f	t
325.1.7.50	PF25876	4006721	P75830_F1_nD1	P75830_F1	afdb	96-180	f	t
207.6.1.19	PF12334	4246956	O06653_nD3	O06653_F1	afdb	541-670	f	t
3826.1.1.65	PF27813	3779431	E9PU06_F1_nD3	E9PU06_F1	afdb	201-260,316-360	f	t
142.1.1.32	PF19292	3411083	Q9VLS1_F1_nD4	Q9VLS1_F1	afdb	896-1065	f	t
387.1.1.68	PF28768	3220675	O45346_F1_nD1	O45346_F1	afdb	26-69	f	t
5054.1.1.198	PF27232	5017517	Q6M134_F1_nD2	Q6M134_F1	afdb	31-230	f	t
11.2.1.99	PF00168,PF25331	3640140	C1GVV5_F1_nD5	C1GVV5_F1	afdb	641-700,731-1045,1196-1220	f	t
328.3.1.5	PF08892	4964481	D4GWH6_F1_nD1	D4GWH6_F1	afdb	6-234	f	t
109.4.1.3250	PF03704,PF07719,PF12895,PF14559	3711465	Q4D5B0_F1_nD1	Q4D5B0_F1	afdb	1-570	f	t
3625.1.1.2	PF03398	3667997	A0A1D6ED99_F1_nD9	A0A1D6ED99_F1	afdb	1646-1720	f	t
6026.1.1.27	PF02009	4026854	A0A143ZVI1_F1_nD1	A0A143ZVI1_F1	afdb	66-125,166-180,306-320	f	t
3939.1.1.324	PF17758	4360803	Q0RLU1_nD1	Q0RLU1_F1	afdb	31-165	f	t
101.1.3.25	PF04539	4131842	P0AEM8_nD2	P0AEM8_F1	afdb	86-160	f	t
391.1.1.29	PF02822	3539177	Q9NZV1_F1_nD5	Q9NZV1_F1	afdb	466-500	f	t
5006.1.1.6	PF06388	3528659	Q96A26_F1_nD1	Q96A26_F1	afdb	101-125	f	t
632.2.1.34	PF13376	3279424	K0F5L5_F1_nD2	K0F5L5_F1	afdb	91-143	f	t
3651.1.1.3	PF14309	3360103	K7LH43_F1_nD1	K7LH43_F1	afdb	541-630	f	t
304.112.1.17	PF02170	4863559	e8r3zA02	8r3z_A	pdb	A:273-274,A:280-304,A:308-350,A:456-490,A:499-528	f	t
109.4.1.3202	PF25081	3544414	Q17RM4_F1_nD1	Q17RM4_F1	afdb	86-350	f	t
601.3.1.16	PF03311	3515340	A0A077YWD5_F1_nD1	A0A077YWD5_F1	afdb	6-150	f	t
614.1.1.30	PF29968	3391601	Q9VMD9_F1_nD6	Q9VMD9_F1	afdb	776-850	f	t
2007.5.1.27	PF27354	4457773	Q04974_nD2	Q04974_F1	afdb	11-60,76-100,166-280	f	t
604.9.1.25	PF01610	3985915	Q326P4_F1_nD1	Q326P4_F1	afdb	16-80	f	t
192.5.1.35	PF10344	4257134	Q06116_nD9	Q06116_F1	afdb	1606-1685,1721-1730,1941-1950	f	t
11.1.5.121	PF08441	3579923	A0A3P7E0E9_F1_nD2	A0A3P7E0E9_F1	afdb	41-150	f	t
304.39.1.4	PF23398	3703460	Q4DY20_F1_nD3	Q4DY20_F1	afdb	391-505	f	t
5069.1.1.93	PF27338	4429249	P58030_nD1	P58030_F1	afdb	11-300	f	t
330.1.1.36	PF04404	5039841	A0A2P6VYK6_F1_nD1	A0A2P6VYK6_F1	afdb	86-145,161-210	f	t
207.2.1.102	PF18884	4236812	B8NQQ7_nD1	B8NQQ7_F1	afdb	21-415	f	t
10.32.1.309	PF26736	3252176	Q54KX8_F1_nD1	Q54KX8_F1	afdb	1-80	f	t
3187.1.1.31	PF27241	3561889	P30622_F1_nD9	P30622_F1	afdb	881-1060,1081-1110	f	t
391.1.2.27	PF00007	4551865	P12021_nD2	P12021_F1	afdb	996-1145	f	t
192.15.1.192	PF10267	3856658	Q80W04_F1_nD3	Q80W04_F1	afdb	511-555,591-700	f	t
192.29.1.178	PF28703	3457663	Q8LQP4_F1_nD1	Q8LQP4_F1	afdb	136-240	f	t
376.1.1.137	PF04434	3858715	Q9D9X6_F1_nD1	Q9D9X6_F1	afdb	21-110,141-215	f	t
102.1.3.25	PF06067	4380337	P52132_nD2	P52132_F1	afdb	161-273	f	t
304.49.1.6	PF23398	3706819	Q4E1S1_F1_nD3	Q4E1S1_F1	afdb	276-395	f	t
4120.1.1.32	PF00153	3211949	Q9BKQ2_F1_nD1	Q9BKQ2_F1	afdb	11-95	f	t
109.4.1.3418	PF23777	3859427	Q8BX17_F1_nD4	Q8BX17_F1	afdb	1061-1290,1456-1485	f	t
2486.1.1.24	PF24961	4994184	EPP00013591_nD1	EPP00013591	epp	31-350	f	t
2.1.1.345	PF29855	3214473	Q9GUI6_F1_nD2	Q9GUI6_F1	afdb	226-250,351-410	f	t
323.1.1.35	PF27502	4105684	O06928_nD1	O06928_F1	afdb	26-265	f	t
386.1.1.409	PF15926	3417162	Q9VW27_F1_nD1	Q9VW27_F1	afdb	328-355	f	t
309.1.2.4	PF07287	3734574	A0A0D2EWL6_F1_nD2	A0A0D2EWL6_F1	afdb	181-205,226-305	f	t
101.1.1.541	PF05559	4975605	EPP00009934_nD1	EPP00009934	epp	1-90	f	t
1147.1.1.6	PF01284	3871945	Q61146_F1_nD1	Q61146_F1	afdb	51-90,131-195,236-280	f	t
6055.1.1.25	PF29888	3570073	P0DI80_F1_nD1	P0DI80_F1	afdb	21-55	f	t
2007.1.10.8	PF29287	4995082	EPP00024672_nD1	EPP00024672	epp	21-100	f	t
2003.1.5.371	PF05175,PF17827	3639216	C1GXP4_F1_nD1	C1GXP4_F1	afdb	21-50,76-260,306-345,376-470	f	t
3939.1.1.152	PF05911	3359072	K7KLD3_F1_nD1	K7KLD3_F1	afdb	106-265	f	t
309.1.1.23	PF05193,PF16187,PF22456	3227268	Q10040_F1_nD3	Q10040_F1	afdb	431-855	f	t
192.19.1.4	PF07225	3228220	Q23098_F1_nD1	Q23098_F1	afdb	46-75	f	t
3676.1.1.6	PF29235	4305713	O83992_nD1	O83992_F1	afdb	11-65	f	t
4.1.1.425	PF12647	3285829	K0EW19_F1_nD1	K0EW19_F1	afdb	16-120	f	t
6026.1.1.21	PF05856	3520535	A0A077ZQ52_F1_nD1	A0A077ZQ52_F1	afdb	1-115	f	t
323.1.1.33	PF27279	4210619	E2JA32_nD1	E2JA32_F1	afdb	6-390	f	t
3470.1.1.49	PF28839	3223942	Q95XJ8_F1_nD2	Q95XJ8_F1	afdb	86-120	f	t
3493.1.1.13	PF15179	3570714	Q8N699_F1_nD2	Q8N699_F1	afdb	66-95	f	t
604.10.1.10	PF30641	3284612	K0F724_F1_nD3	K0F724_F1	afdb	186-285	f	t
3755.3.1.630	PF30946	3758189	Q9Z221_F1_nD2	Q9Z221_F1	afdb	256-410	f	t
904.1.1.50	PF09418	3263017	Q54BM8_F1_nD4	Q54BM8_F1	afdb	426-500,571-670	f	t
354.1.1.8	PF05507	3539534	P55001_F1_nD1	P55001_F1	afdb	106-135	f	t
109.4.1.1846	PF30870	3378958	I1L0B7_F1_nD3	I1L0B7_F1	afdb	296-389	f	t
148.1.3.280	PF24975	4020175	A0A175WG34_F1_nD1	A0A175WG34_F1	afdb	86-130	f	t
109.4.1.2912	PF27595,PF30992,PF30993,PF30995	3834306	F4JV59_F1_nD1	F4JV59_F1	afdb	1-285,361-505,536-865,941-1550	f	t
130.1.1.59	PF04749	3808661	Q9LQU2_F1_nD1	Q9LQU2_F1	afdb	36-130	f	t
633.23.1.43	PF24874	3629766	A0A044V482_F1_nD9	A0A044V482_F1	afdb	961-1115	f	t
3812.1.1.7	PF03094	3318774	I1LQY5_F1_nD1	I1LQY5_F1	afdb	16-80	f	t
3273.1.1.8	PF03706	3587275	A0A132YYS4_F1_nD2	A0A132YYS4_F1	afdb	46-305	f	t
5.1.4.586	PF03088	3450393	Q0IW03_F1_nD1	Q0IW03_F1	afdb	1-250	f	t
4207.1.1.133	PF25796	5002882	L0KWU6_F1_nD4	L0KWU6_F1	afdb	561-620,646-710	f	t
3860.1.1.171	PF24769	3381163	A0A0R0KAM8_F1_nD1	A0A0R0KAM8_F1	afdb	116-200	f	t
1.1.5.88	PF29489	3974181	Q9HUK7_F1_nD2	Q9HUK7_F1	afdb	326-345,426-495	f	t
5084.5.1.69	PF24604	3974137	Q9HZE5_F1_nD5	Q9HZE5_F1	afdb	876-1190	f	t
2485.1.1.133	PF26968,PF26976	3928406	A0A0K0E766_F1_nD4	A0A0K0E766_F1	afdb	366-515,546-570,616-745,796-825	f	t
2004.1.1.920	PF00580,PF13086,PF13087	3397089	A1ZAP7_F1_nD2	A1ZAP7_F1	afdb	6-60,176-700,736-760	f	t
6169.1.1.57	PF14960	3404738	Q9VR92_F1_nD1	Q9VR92_F1	afdb	16-40	f	t
5063.1.1.14	PF23113	3695989	A0A1C1CCW7_F1_nD7	A0A1C1CCW7_F1	afdb	1356-1550	f	t
5086.1.1.232	PF05833	5003055	L0KX70_F1_nD3	L0KX70_F1	afdb	296-450	f	t
3291.1.1.230	PF25541	3560229	Q9H4M7_F1_nD2	Q9H4M7_F1	afdb	356-495	f	t
3846.1.1.3	PF00172	3172129	P12383_F1_nD1	P12383_F1	afdb	41-75	f	t
192.8.1.446	PF17751	4095963	Q4R914_nD1	Q4R914_F1	afdb	21-135,141-305	f	t
5069.1.1.72	PF13968	3460126	A0A0P0Y4E0_F1_nD1	A0A0P0Y4E0_F1	afdb	41-180,336-470	f	t
632.3.1.23	PF15256	3570199	Q53FE4_F1_nD1	Q53FE4_F1	afdb	176-225	f	t
304.8.1.121	PF21238	4935771	A0A520KS64_F1_nD2	A0A520KS64_F1	afdb	166-410	f	t
6055.1.1.28	PF08114	3172983	P40975_F1_nD1	P40975_F1	afdb	11-35	f	t
3755.3.1.585	PF30149,PF30150	3173567	P53278_F1_nD2	P53278_F1	afdb	421-690	f	t
109.4.1.3288	PF24984,PF24987,PF25757	3266647	Q54WR2_F1_nD7	Q54WR2_F1	afdb	1336-2080	f	t
592.2.1.14	PF11378	4590268	P72673_nD1	P72673_F1	afdb	6-100	f	t
6026.1.1.29	PF04757	3642510	A0A1D6F168_F1_nD2	A0A1D6F168_F1	afdb	191-275	f	t
616.1.1.26	PF23386	3993403	A0A0N4UL67_F1_nD2	A0A0N4UL67_F1	afdb	636-795	f	t
5.1.10.16	PF00400	3574585	A0A3P7E7J7_F1_nD1	A0A3P7E7J7_F1	afdb	16-113	f	t
12.6.1.10	PF29200	4629115	P94250_nD2	P94250_F1	afdb	406-470	f	t
11.1.1.1429	PF25256	4965806	D4GZG9_F1_nD1	D4GZG9_F1	afdb	1-105	f	t
376.1.2.46	PF26276	4963566	D4GUD1_F1_nD1	D4GUD1_F1	afdb	1-80	f	t
395.1.1.6	PF27637	3383152	K7LM47_F1_nD1	K7LM47_F1	afdb	11-40	f	t
3939.1.1.261	PF25464	3806815	A0A1P8AVM6_F1_nD2	A0A1P8AVM6_F1	afdb	36-130	f	t
389.3.1.23	PF08685	3537241	Q9P2N4_F1_nD22	Q9P2N4_F1	afdb	1736-1795,1823-1935	f	t
611.3.1.13	PF26718	3772926	D3ZEF4_F1_nD2	D3ZEF4_F1	afdb	101-225	f	t
192.8.1.417	PF30751	3761164	D3ZHU5_F1_nD3	D3ZHU5_F1	afdb	301-485	f	t
10.1.1.126	PF23985	5002129	L0KUP2_F1_nD2	L0KUP2_F1	afdb	276-465	f	t
109.3.1.460	PF28421	3533264	Q9UPQ8_F1_nD1	Q9UPQ8_F1	afdb	21-210	f	t
6026.1.1.42	PF03040	4669270	Q20EU1_nD4	Q20EU1_F1	afdb	266-350	f	t
604.1.1.242	PF28744	3451017	Q7XTC6_F1_nD1	Q7XTC6_F1	afdb	16-175	f	t
150.5.1.116	PF09599	3983615	Q326T0_F1_nD4	Q326T0_F1	afdb	106-130,256-360	f	t
2003.1.11.14	PF16929	4139429	Q9AET8_nD1	Q9AET8_F1	afdb	1-125	f	t
5074.1.1.14	PF25266	3301792	A0A0R0EYT5_F1_nD2	A0A0R0EYT5_F1	afdb	61-105	f	t
1189.1.1.18	PF14576	3824929	Q9SS87_F1_nD1	Q9SS87_F1	afdb	56-300	f	t
186.1.1.27	PF16684	4874139	e8vs5A01	8vs5_A	pdb	A:1-114	f	t
2008.1.1.236	PF27126	5053093	A0A532T8A8_F1_nD2	A0A532T8A8_F1	afdb	206-373	f	t
101.1.2.875	PF01381	4955981	B1L5S5_F1_nD1	B1L5S5_F1	afdb	6-105	f	t
3291.1.1.170	PF25802	3781013	F1M6U0_F1_nD4	F1M6U0_F1	afdb	296-430	f	t
604.3.1.36	PF30926	3808673	F4JGZ1_F1_nD2	F4JGZ1_F1	afdb	736-840,936-970,1031-1065,1091-1110	f	t
109.4.1.3254	PF18808,PF25780	3706828	Q4DM53_F1_nD1	Q4DM53_F1	afdb	1-1065	f	t
101.1.17.35	PF26300	4208315	C4LWQ8_nD3	C4LWQ8_F1	afdb	496-520,546-640	f	t
109.4.1.2432	PF00487	3962032	X8F7N9_F1_nD1	X8F7N9_F1	afdb	21-375	f	t
3278.1.1.7	PF15674	3521096	Q8N300_F1_nD1	Q8N300_F1	afdb	26-54	f	t
192.2.1.60	PF25764	3337008	I1JV66_F1_nD4	I1JV66_F1	afdb	516-655	f	t
4.1.1.473	PF30085,PF30086	3389309	Q9VR19_F1_nD1	Q9VR19_F1	afdb	31-283	f	t
632.1.1.37	PF20079	3949864	Q9CDD0_F1_nD3	Q9CDD0_F1	afdb	126-215	f	t
109.4.1.2531	PF01388	3938376	A0A0K0DUE2_F1_nD1	A0A0K0DUE2_F1	afdb	16-145,166-275,306-495,676-700,976-1050	f	t
1008.1.1.66	PF20975	4309108	A0A0H2ZJS2_nD4	A0A0H2ZJS2_F1	afdb	386-510	f	t
3009.2.1.2	PF26309	4582091	O67685_nD4	O67685_F1	afdb	276-355	f	t
622.1.1.27	PF03248	3175217	P25560_F1_nD2	P25560_F1	afdb	41-85,116-165	f	t
2.3.1.11	PF24700	3393395	Q94918_F1_nD3	Q94918_F1	afdb	321-450	f	t
3588.1.1.3	PF26253	3938899	A0A0K0DS97_F1_nD7	A0A0K0DS97_F1	afdb	716-820,1041-1255	f	t
601.19.1.39	PF19438	3840952	Q8C735_F1_nD2	Q8C735_F1	afdb	341-415	f	t
2484.1.1.299	PF02782,PF03702	4635031	Q2KV10_nD2	Q2KV10_F1	afdb	166-330	f	t
601.1.1.138	PF13493	3385836	Q0PAK0_F1_nD3	Q0PAK0_F1	afdb	381-490	f	t
109.4.1.2628	PF02985,PF13513,PF18808,PF18816,PF18829,PF24714,PF25574,PF25780	3690288	A0A1C1CDL6_F1_nD1	A0A1C1CDL6_F1	afdb	6-1119	f	t
3966.1.1.2	PF10493	3880743	A0A0R4IHW6_F1_nD13	A0A0R4IHW6_F1	afdb	2076-2285	f	t
5063.1.1.22	PF19438	3390061	Q9W542_F1_nD4	Q9W542_F1	afdb	676-785	f	t
64.1.1.20	PF03836	3568189	Q86VI3_F1_nD9	Q86VI3_F1	afdb	1361-1475	f	t
2007.1.2.61	PF13685	4939278	A0A7C1B1L1_F1_nD1	A0A7C1B1L1_F1	afdb	21-120	f	t
3939.1.1.342	PF30916	3448978	Q5VNF8_F1_nD1	Q5VNF8_F1	afdb	131-245	f	t
377.1.1.104	PF25299	3635626	C1H6L9_F1_nD2	C1H6L9_F1	afdb	321-490	f	t
3711.1.1.29	PF19633	3351295	I1M406_F1_nD7	I1M406_F1	afdb	1986-2125,2261-2295	f	t
71.1.1.25	PF20316	3604240	Q58809_F1_nD1	Q58809_F1	afdb	26-235	f	t
192.29.1.277	PF04912	4146694	Q7PZ25_nD1	Q7PZ25_F1	afdb	96-160	f	t
304.55.1.26	PF20199	4447424	P36891_nD2	P36891_F1	afdb	76-130,161-380	f	t
12.3.1.62	PF05691,PF08544	3325701	I1KCD0_F1_nD1	I1KCD0_F1	afdb	51-235	f	t
304.24.1.41	PF24277	4962626	D4GS32_F1_nD1	D4GS32_F1	afdb	6-150	f	t
896.1.1.7	PF23648	4032338	Q2FZF7_F1_nD1	Q2FZF7_F1	afdb	1-125	f	t
101.1.1.402	PF05686	3303963	A0A0R0EEY4_F1_nD1	A0A0R0EEY4_F1	afdb	16-145	f	t
2007.2.4.10	PF10123	3165956	O05073_F1_nD1	O05073_F1	afdb	21-160	f	t
109.4.1.813	PF19322	3346578	I1KBB2_F1_nD1	I1KBB2_F1	afdb	1-25	f	t
138.1.1.21	PF05183	3623210	A0A044SVV1_F1_nD8	A0A044SVV1_F1	afdb	1036-1130	f	t
11.1.8.7	PF25248	3718235	Q4DW40_F1_nD8	Q4DW40_F1	afdb	891-1030	f	t
148.1.3.324	PF30824	4082273	O86682_nD3	O86682_F1	afdb	6-20,371-485	f	t
5018.1.1.6	PF03386	3437084	A0A0P0WST6_F1_nD2	A0A0P0WST6_F1	afdb	46-70	f	t
2003.1.8.18	PF00070	4202694	Q9S2W9_nD1	Q9S2W9_F1	afdb	6-95	f	t
5017.1.1.5	PF14138	3214217	A0A1N7SYS3_F1_nD1	A0A1N7SYS3_F1	afdb	6-40	f	t
5.1.5.235	PF09826	5035278	A0A256Y5L3_F1_nD1	A0A256Y5L3_F1	afdb	1-215	f	t
2.1.1.372	PF24353	4965098	D4GXW2_F1_nD1	D4GXW2_F1	afdb	1-85	f	t
103.1.1.122	PF06464	3477387	A0A5K4F5A0_F1_nD1	A0A5K4F5A0_F1	afdb	6-45	f	t
2007.1.3.57	PF18478	3956884	O53465_F1_nD1	O53465_F1	afdb	6-138	f	t
3529.1.1.7	PF13421	4120715	O34789_nD1	O34789_F1	afdb	21-65	f	t
377.1.1.119	PF12156	3964732	Q5F8S5_F1_nD1	Q5F8S5_F1	afdb	1-50	f	t
148.1.3.274	PF02519	3331033	A0A0R0FGZ0_F1_nD1	A0A0R0FGZ0_F1	afdb	82-145	f	t
7581.1.1.17	PF11394	3970449	Q9I6N0_F1_nD1	Q9I6N0_F1	afdb	6-234,271-280	f	t
633.10.1.25	PF24874	3850577	E2JF22_F1_nD13	E2JF22_F1	afdb	1946-2105	f	t
601.19.1.41	PF08340	3944793	A0A0H3GXE6_F1_nD3	A0A0H3GXE6_F1	afdb	131-285	f	t
611.12.1.4	PF31275	3854287	A0A140LIV7_F1_nD1	A0A140LIV7_F1	afdb	16-160	f	t
601.1.2.127	PF06772	3280790	K0ESY1_F1_nD2	K0ESY1_F1	afdb	186-380	f	t
7503.1.1.21	PF30731	4528690	O83213_nD1	O83213_F1	afdb	26-135	f	t
6113.1.1.2	PF00226	3296778	A0A0R0IQU3_F1_nD1	A0A0R0IQU3_F1	afdb	6-65	f	t
2008.1.1.192	PF09504	4094271	P43419_nD1	P43419_F1	afdb	11-174	f	t
109.4.1.3089	PF07462	4596031	P04932_nD8	P04932_F1	afdb	1011-1185,1266-1320,1346-1450	f	t
5.1.4.573	PF30151	3174353	P40960_F1_nD1	P40960_F1	afdb	126-533	f	t
1134.1.2.13	PF08172	3253885	Q54R70_F1_nD4	Q54R70_F1	afdb	461-515,641-680	f	t
295.1.1.31	PF30059	3275791	Q55EM5_F1_nD1	Q55EM5_F1	afdb	23-145	f	t
192.29.1.271	PF05565	3964804	Q5F7P2_F1_nD1	Q5F7P2_F1	afdb	6-105	f	t
1128.1.1.23	PF07444	4119921	P49837_nD1	P49837_F1	afdb	6-99	f	t
101.1.2.943	PF26473	4965188	D4GY30_F1_nD1	D4GY30_F1	afdb	21-145	f	t
