3801.1.1.4	PF03683	4263447	Q9HSU8_nD2	1596495	36-80	afdb	45
386.1.1.372	PF04434	3370807	K7KTY5_F1_nD1	266562	27-135	afdb	109
3755.3.1.590	PF29149	3245037	Q23064_F1_nD4	344644	751-930	afdb	180
2007.1.2.61	PF13685	4939278	A0A7C1B1L1_F1_nD1	1766710	21-120	afdb	
101.1.8.16	PF14493	4245572	A5WFR0_nD4	1283477	516-585	afdb	70
601.48.1.4	PF13329	4387540	P0CM31_nD4	1410640	1386-1470	afdb	85
101.11.1.10	PF26576	3660653	K7UYY1_F1_nD1	276952	31-85,131-185	afdb	110
243.3.1.64	PF29059	3783275	A0A1D8PT68_F1_nD2	135059	161-215,306-359	afdb	109
207.1.1.386	PF14496	4326931	D0ZPH9_nD2	1389209	166-485,491-775	afdb	605
904.1.1.42	PF15346	3384302	I1JXW5_F1_nD1	236737	91-145	afdb	55
601.2.1.29	PF00258,PF12724	2388539	e5zkpA1	580029	A:221-370	pdb	150
11.1.1.1325	PF00207,PF07703,PF17789,PF21145	3751628	Q6MG90_F1_nD3	414894	21-135,361-675,771-825	afdb	485
109.3.1.340	PF00023,PF13606,PF13637,PF13857	3897537	B0UXZ0_F1_nD1	179944	1-170	afdb	170
2.1.1.373	PF24370	4964634	D4GWU6_F1_nD1	1781592	1-95	afdb	
109.4.1.3429	PF28853,PF28855,PF28893	3403744	Q8IRS9_F1_nD2	444183	351-425,451-910	afdb	535
601.14.1.9	PF24874	3385366	K7LGZ8_F1_nD16	269200	1936-2065	afdb	130
904.1.1.35	PF17807	3895529	A0A2R8Q525_F1_nD2	139546	91-135	afdb	45
622.1.1.30	PF26575	3427035	Q7XIF1_F1_nD1	425622	16-80	afdb	65
3921.1.1.6	PF13515	3267773	Q54NA5_F1_nD2	385591	16-180,676-835	afdb	325
604.3.1.46	PF28048	3386308	Q0P8G5_F1_nD2	334087	91-180	afdb	90
3755.3.1.551	PF28341	3878962	A0A2R8Q2X2_F1_nD1	139386	36-345	afdb	310
375.1.1.322	PF07282	4934186	A0A2R7Y674_F1_nD1	1763621	11-45	afdb	
532.2.1.14	PF21855	3485609	A0A3Q0KL55_F1_nD1	154537	6-155	afdb	150
3291.1.1.229	PF04780	3826246	Q9FHN1_F1_nD3	470842	531-655	afdb	125
192.15.1.134	PF27742	4282122	B2DCR8_nD2	1331485	151-295	afdb	145
186.1.1.24	PF31020	3750409	Q63358_F1_nD4	408420	1461-1565	afdb	105
101.1.4.78	PF21716	3164274	P44191_F1_nD1	313700	11-95	afdb	85
378.1.1.36	PF29604	4100162	P25237_nD2	1418292	101-190	afdb	90
10.32.1.288	PF02412	4268909	A1IGV8_nD2	1249794	171-365	afdb	195
5.1.3.209	PF23743	3994733	A0A158Q2T1_F1_nD1	88825	1-330	afdb	330
632.22.1.193	PF06785	4136491	Q9Z7F1_nD2	1604718	71-230	afdb	160
3755.3.1.369	PF27682	3837415	Q9LSS5_F1_nD3	482178	351-515	afdb	165
2003.1.5.359	PF01564,PF13649	3921621	A5WVX1_F1_nD1	177141	1-425,456-685	afdb	655
633.21.1.40	PF24858	3539434	Q6ZNB7_F1_nD3	420136	41-90,326-440	afdb	165
4325.1.1.12	PF00847	3671924	A0A1D6JRM9_F1_nD3	120878	337-375	afdb	39
109.4.1.3238	PF15457	4276444	Q48DU8_nD1	1506388	31-275,421-450	afdb	275
198.1.1.21	PF02199,PF03489	3775067	M0R3X1_F1_nD4	278518	396-515	afdb	120
225.1.1.28	PF29744	4271274	P55517_nD6	1427971	876-1035	afdb	160
1.1.13.77	PF25138	5082328	UPI003759876D_nD1	1853135	21-115	uniparc	
241.15.1.4	PF06067	3941745	A0A0H3H5U9_F1_nD1	39216	11-155	afdb	145
243.3.1.73	PF25536	3707891	Q4D277_F1_nD1	368646	51-140	afdb	90
3361.1.1.6	PF09058	3482861	G4V8A2_F1_nD1	229465	6-95	afdb	90
375.1.1.346	PF25208	4964575	D4GWP7_F1_nD1	1781554	6-45	afdb	
101.1.2.794	PF25583	3953110	P9WIL9_F1_nD3	325927	231-310	afdb	80
11.1.5.135	PF12034	4008561	P76481_F1_nD4	322585	171-205,396-505	afdb	145
3920.1.1.6	PF25966	3529090	Q9Y4I1_F1_nD6	503526	1146-1275	afdb	130
3291.1.1.116	PF12483	3680914	B4FE85_F1_nD2	182153	21-50,241-285	afdb	75
532.2.1.16	PF05305	3954237	I6YB21_F1_nD1	254062	101-180	afdb	80
103.4.1.21	PF14036	4385050	O07632_nD1	1394523	11-95	afdb	85
4.1.1.477	PF00621	4823227	e7syfA01	1626293	A:29-93,A:160-161,A:626-633	pdb	75
632.7.1.62	PF04859	3819179	Q9MAG4_F1_nD1	484335	56-195	afdb	140
3860.1.1.276	PF24161	3706703	Q4D642_F1_nD8	369782	96-165,661-800	afdb	210
2004.1.1.862	PF26587	3457052	A0A0P0VQG3_F1_nD4	64827	571-725	afdb	155
109.4.1.2754	PF13428,PF14559,PF23240,PF29376	3492535	A0A5K4F1L5_F1_nD4	159984	481-935	afdb	455
5015.1.1.9	PF20100	3456476	Q94D46_F1_nD1	459718	31-120	afdb	90
376.1.1.140	PF25143	3779138	A0A0G2JZL6_F1_nD6	31990	1081-1095,1181-1240	afdb	75
6055.1.1.28	PF08114	3172983	P40975_F1_nD1	312238	11-35	afdb	25
4030.1.1.18	PF24904	3669495	B6SQ50_F1_nD2	184834	111-160	afdb	50
4177.1.1.133	PF05794	3321714	I1KUN4_F1_nD9	241027	711-875	afdb	165
3860.1.1.267	PF03920	3573145	Q04725_F1_nD1	328499	1-120	afdb	120
3826.1.1.92	PF25243	3809170	Q9ZQ46_F1_nD4	504918	566-640	afdb	75
109.3.1.400	PF25326	4221873	Q0V6H6_nD3	1458723	651-835	afdb	185
304.20.1.7	PF14214	3362977	A0A0R0F962_F1_nD3	72993	336-470,521-550	afdb	165
192.15.1.81	PF02990	3687402	A0A1C1CMM7_F1_nD3	104712	311-335,561-705	afdb	170
3796.1.1.2	PF01465	3493041	A0A3Q0KDD5_F1_nD14	153219	1626-1683	afdb	58
109.4.1.2680	PF01535,PF14432,PF23276	3643646	A0A1D6ND84_F1_nD1	128267	356-760	afdb	405
219.1.1.143	PF00443,PF02338	3580013	A0A3P7EGW1_F1_nD2	148010	241-535,561-585,866-1045	afdb	500
5.1.4.546	PF00400,PF23185	3888662	E7FF14_F1_nD1	216460	6-360	afdb	355
109.4.1.3350	PF02259,PF08064,PF25030,PF25385	4486895	Q6CT34_nD2	1540540	351-1045,1051-1680	afdb	1325
1.1.5.92	PF21760	5066862	UPI0031666C95_nD2	1843251	46-55,141-260,371-430	uniparc	
633.23.1.49	PF31049	3287140	K0F8V6_F1_nD1	262759	46-175	afdb	130
6110.1.1.4	PF08393,PF12774	4890917	e9y6s5W1	1641871	5W:141-570,5W:985-990,5W:1057-1062,5W:1116-1119,5W:1253-1255,5W:1284-1285,5W:1321-1335,5W:1378-1381,5W:1397-1405,5W:1414-1417,5W:1440-1447,5W:1579-1580,5W:1851-1857,5W:1866-1874,5W:1893-1893,5W:2644-2654,5W:2702-2703,5W:2819-2826,5W:2846-2846,5W:2859-2859	pdb	533
7577.1.1.67	PF21478	4945410	A0A9Y1BN69_F1_nD1	1770381	6-345	afdb	
603.1.1.164	PF06031	3905660	A0A2R8QNX2_F1_nD1	141143	31-95	afdb	65
192.5.1.39	PF14358	4950238	A3CUK5_F1_nD1	1773343	1-85	afdb	
10.12.1.154	PF01050,PF22640	4357938	P0C7J3_nD2	1409922	286-460	afdb	175
912.1.1.12	PF29730	3277430	Q54KU0_F1_nD6	384898	1286-1450	afdb	165
4207.1.2.92	PF07529	4089746	Q4IB96_nD2	1508991	726-765,786-830	afdb	85
101.1.1.483	PF00102	3457570	Q0IU77_F1_nD1	332370	6-70	afdb	65
906.1.1.46	PF18044,PF22628	3764556	A0A0G2JX72_F1_nD3	31759	206-290	afdb	85
4146.1.1.11	PF01062	3996388	A0A0N4U1F7_F1_nD1	54874	1-60	afdb	60
604.9.1.20	PF24097	4499545	G0SB44_nD1	1392391	61-160	afdb	100
601.1.1.112	PF04114	3501195	A0A077ZGK4_F1_nD4	15312	296-320,636-825,851-885	afdb	250
603.1.1.241	PF18822	5027389	EPP00023805_nD2	1819091	86-200	epp	
632.22.1.125	PF06470	3585626	A0A3P7F9M2_F1_nD2	149298	381-815	afdb	435
6027.1.1.2	PF28165	3945035	A0A0H3GT18_F1_nD1	36648	1-90	afdb	90
7516.1.1.187	PF01050	5002053	L0KUG0_F1_nD1	1805866	16-490	afdb	
3755.3.1.552	PF29075	3580341	A0A3P7FTB6_F1_nD1	150626	126-280	afdb	155
2004.1.1.1211	PF19131	5013213	Q5JF65_F1_nD5	1811538	401-575,651-830	afdb	
6082.1.1.5	PF13888	3843223	Q3UN70_F1_nD4	362420	761-904	afdb	144
4.1.1.493	PF29241	4941936	A0A832UZ68_F1_nD7	1768329	891-985	afdb	
109.4.1.3368	PF08623,PF13513,PF23271	3840795	Q6ZQ73_F1_nD1	420220	6-470,936-1235	afdb	765
5084.1.1.33	PF19467	3287105	K0EZT1_F1_nD2	260032	221-395	afdb	175
389.1.3.35	PF19028	3544627	Q9C0I4_F1_nD18	466117	1371-1430	afdb	60
3711.1.1.59	PF03040	4530108	Q3V523_nD2	1500839	131-229	afdb	99
2498.1.1.146	PF10460	4207066	Q08002_nD1	1449479	86-390	afdb	305
327.6.1.8	PF29609	4064699	P35166_nD1	1421292	111-240	afdb	130
3864.1.1.5	PF15249	3580548	A0A3P7E8S4_F1_nD1	146972	1-140	afdb	140
109.46.1.18	PF00400,PF23098,PF23381	3877350	Q3UKJ7_F1_nD2	362366	41-513	afdb	473
2007.1.6.16	PF25493	3700364	Q4CPV1_F1_nD3	365012	461-540	afdb	80
5058.1.1.82	PF11040	3708559	Q4CNY3_F1_nD5	364743	1316-1410	afdb	95
3246.1.1.15	PF00090	4573185	Q9TT93_nD4	1601853	516-590,606-670	afdb	140
3860.1.1.225	PF08159	3918140	B8JKQ1_F1_nD2	187749	521-545,656-710	afdb	80
109.4.1.2652	PF25055	3666934	A0A1D6I621_F1_nD1	118258	1-269	afdb	269
7025.1.1.9	PF29864	3174547	P46676_F1_nD3	315105	821-1039	afdb	219
4044.1.1.24	PF21539	3863975	Q924H2_F1_nD4	457653	676-785	afdb	110
148.1.3.397	PF18199	4890930	e9y6s5W14	1641871	5W:2902-3090	pdb	189
129.1.1.107	PF13460	3824568	Q8H0U5_F1_nD1	439903	71-340	afdb	270
192.31.1.5	PF14063	3279558	K0F4J1_F1_nD1	261538	1-110	afdb	110
109.4.1.2529	PF02985,PF12755,PF22646,PF22956,PF25757	3791133	A0A0J9XLP4_F1_nD2	40663	226-590	afdb	365
632.7.1.51	PF20162	3205548	C0NIG3_F1_nD1	191809	856-900,1011-1035	afdb	70
6074.1.1.9	PF07096	3526035	Q9NWH2_F1_nD2	486293	76-105	afdb	30
4.10.1.3	PF10370	4961437	D4GPB6_F1_nD1	1779661	1-65	afdb	
389.1.2.12	PF14670	3932158	A0A0K0EG95_F1_nD11	48975	921-985	afdb	65
207.1.1.354	PF00560,PF23247	3357965	A0A0R0JM06_F1_nD5	79769	551-1305	afdb	755
604.12.1.96	PF09531	3197198	C0NIT1_F1_nD1	191905	36-300	afdb	265
11.1.4.136	PF00656	4944610	A0A9Y1BLK0_F1_nD1	1769903	26-115	afdb	
304.49.1.5	PF27810	3196491	C0NVK4_F1_nD1	195221	471-585	afdb	115
2.1.1.344	PF08432	3739867	Q9C0V9_F1_nD1	466146	16-63,146-170	afdb	73
6026.1.1.43	PF06260	4031352	Q2FWS3_F1_nD1	346760	1-84	afdb	84
2004.1.1.1017	PF13087,PF13361	4677652	P23478_nD4	1417788	476-615,781-815,856-970	afdb	290
11.1.5.136	PF24966	3168129	Q03660_F1_nD5	328189	651-765	afdb	115
3922.1.1.127	PF05911	3678196	K7TQM2_F1_nD1	275800	11-165,201-240	afdb	195
5057.1.1.32	PF27671,PF27673	3174451	Q08912_F1_nD2	329832	57-80,411-555	afdb	169
2003.1.2.296	PF01370	5051917	A0A532TBJ4_F1_nD1	1834023	6-110	afdb	
11.21.1.6	PF25096	3239995	Q7YWP9_F1_nD1	426803	21-120	afdb	100
633.1.1.7	PF01594	3514655	A0A077YWT4_F1_nD7	9088	26-85,271-295,611-805	afdb	280
1.1.7.120	PF23935	3358972	K7K9J3_F1_nD1	264499	11-85	afdb	75
5039.1.1.13	PF00115	2834659	e7thuCCC1	1026469	CCC:3-261	pdb	259
2006.1.1.78	PF06508	4995746	EPP00005613_nD1	1801720	6-230	epp	
5057.1.1.28	PF27754	3675725	A0A1D6KD07_F1_nD1	122002	26-165	afdb	140
150.1.1.209	PF23435	4982026	EPP00028932_nD1	1792741	71-210	epp	
6061.1.1.4	PF06432	3922959	A0A0K0E0C8_F1_nD1	44062	41-155	afdb	115
387.1.1.71	PF00526	3268127	Q55BT6_F1_nD6	389866	306-360	afdb	55
5.1.3.271	PF05448	4946333	A0A9Y1FLA4_F1_nD1	1770909	6-405	afdb	
3600.1.1.6	PF10267	3928920	A0A0K0EHR7_F1_nD1	49445	1-175	afdb	175
601.1.2.145	PF26672	3972079	Q9HVQ1_F1_nD3	475784	486-600	afdb	115
207.2.1.110	PF27415,PF27417	3979963	P25927_F1_nD3	306339	506-1260,1501-1510	afdb	765
4268.2.1.10	PF25434	3577550	A0A3P7ETM0_F1_nD1	148739	26-165	afdb	140
3444.2.1.5	PF25179	3528856	Q96S06_F1_nD4	463140	416-440,466-565	afdb	125
101.1.6.44	PF24271	4964824	D4GX97_F1_nD2	1781711	211-315	afdb	
5058.1.1.91	PF27590	4639309	Q9NIW4_nD4	1600134	6-30,436-525,606-635	afdb	145
331.4.1.35	PF27341	4950203	A3CUH3_F1_nD1	1773319	11-245	afdb	
5044.1.1.9	PF30904	3806009	Q8H112_F1_nD3	439936	196-265	afdb	70
109.3.1.490	PF26790	4962491	D4GRS7_F1_nD1	1780299	56-240	afdb	
603.1.1.218	PF05149	3608075	Q382I7_F1_nD4	357494	176-235,426-535	afdb	170
101.1.11.172	PF15709	3528015	Q0VF49_F1_nD2	335246	1066-1095	afdb	30
109.3.1.424	PF23276	3752566	Q5SGE0_F1_nD1	404106	381-645	afdb	265
12.1.1.119	PF17137	4943677	A0A9Y1BJS7_F1_nD3	1769370	611-700,786-795	afdb	
244.1.1.39	PF05577	3641604	A0A1D6P503_F1_nD1	129643	126-239	afdb	114
101.1.2.810	PF04678	3715295	Q4CKY9_F1_nD1	363892	1-110,131-219	afdb	199
632.22.1.165	PF27508	3226725	Q22758_F1_nD4	344467	786-870	afdb	85
109.4.1.3524	PF29546	3390103	Q9W1R4_F1_nD6	500382	1226-1390	afdb	165
3478.1.1.7	PF09972	4004645	P45848_F1_nD1	314806	31-245	afdb	215
103.12.1.8	PF22889	3412225	E1JH25_F1_nD7	214209	1181-1280	afdb	100
375.1.1.327	PF12773	4957592	D1YVC6_F1_nD9	1777348	991-1050	afdb	
633.7.1.9	PF23188	3510241	A0A077Z8J1_F1_nD5	12710	1001-1120	afdb	120
101.1.2.838	PF26117	3539709	Q96AY4_F1_nD8	461251	1826-1840,1866-1925	afdb	75
187.1.1.31	PF12800	4997432	EPP00007119_nD3	1802843	401-475	epp	
5.1.5.200	PF30137	3169522	Q12027_F1_nD1	337378	1-165,187-210,236-295,338-374,426-450,481-515,546-685	afdb	486
531.2.1.4	PF01706,PF14841,PF14842	4390259	O54244_nD1	1398496	16-335	afdb	320
2008.1.1.191	PF09561	4589583	P36433_nD1	1421648	6-155,293-315	afdb	173
1008.1.1.92	PF03552	3353206	K7LF46_F1_nD2	268970	411-490,516-535	afdb	100
221.1.4.5	PF10589	4944141	A0A9Y1BKQ0_F1_nD3	1769645	401-485	afdb	
5040.1.1.28	PF03839	4029711	Q8IL86_F1_nD2	443463	141-280	afdb	140
192.8.1.481	PF06146	5004982	L0L1Q1_F1_nD1	1807574	6-130	afdb	
632.22.1.163	PF10279	4397450	Q1ELU7_nD1	1466768	1-115	afdb	115
366.1.1.8	PF19236	3580264	A0A3P7DGG8_F1_nD2	143376	71-170	afdb	100
4018.1.1.5	PF18913	4945543	A0A9Y1BNK3_F1_nD1	1770461	6-165	afdb	
220.1.1.303	PF26278	3714509	Q4DXX5_F1_nD4	377629	301-455	afdb	155
