101.1.10.37	PF26138	3452698	A0A0P0Y0E1_F1_nD2	A0A0P0Y0E1_F1	afdb	95	2634414
101.1.10.37	PF26138	3443800	A0A0N7KRD6_F1_nD1	A0A0N7KRD6_F1	afdb	148	2622251
101.1.10.37	PF26138	3815501	F4ICS6_F1_nD1	F4ICS6_F1	afdb	95	2823785
101.1.10.37	PF26138	3380449	A0A0R0GE91_F1_nD1	A0A0R0GE91_F1	afdb	130	2444416
101.1.10.37	PF26138	3445114	Q0E2K6_F1_nD1	Q0E2K6_F1	afdb	90	2623988
101.1.10.37	PF26138	3324007	A0A0R0GAB1_F1_nD2	A0A0R0GAB1_F1	afdb	100	2481654
101.1.10.38	PF03140	3449811	A3A6E7_F1_nD1	A3A6E7_F1	afdb	124	2630551
101.1.10.38	PF03140	3458940	Q6ET10_F1_nD1	Q6ET10_F1	afdb	140	2642725
101.1.10.39	PF11952	3530291	Q9NXV6_F1_nD1	Q9NXV6_F1	afdb	105	2555260
101.1.10.39	PF11952	3755304	Q5U2X0_F1_nD1	Q5U2X0_F1	afdb	95	2870328
101.1.10.39	PF11952	3840572	Q8BI72_F1_nD1	Q8BI72_F1	afdb	95	2732438
101.1.10.40	PF01682	3622779	A0A044R7F8_F1_nD1	A0A044R7F8_F1	afdb	120	3031771
101.1.10.40	PF01682	3991485	A0A0N4U4N6_F1_nD1	A0A0N4U4N6_F1	afdb	60	3096483
101.1.10.41	PF13613	3887530	A0A0G2KL14_F1_nD2	A0A0G2KL14_F1	afdb	90	2656197
101.1.10.41	PF13613	3905704	F1RBB2_F1_nD2	F1RBB2_F1	afdb	95	2680312
101.1.10.42	PF13700	4054662	Q06238_nD1	Q06238_F1	afdb	95	3665304
101.1.10.42	PF13700	3944356	A0A0H3H194_F1_nD1	A0A0H3H194_F1	afdb	100	3489079
101.1.10.44	PF28924	3814657	Q9MAV1_F1_nD1	Q9MAV1_F1	afdb	60	2822576
101.1.10.44	PF28924	3653683	B4FLU3_F1_nD1	B4FLU3_F1	afdb	72	2705378
101.1.10.46	PF23613	3311115	I1JXG5_F1_nD1	I1JXG5_F1	afdb	70	2464726
101.1.10.46	PF23613	3806611	Q93ZR1_F1_nD1	Q93ZR1_F1	afdb	70	2811382
101.1.10.48	PF29927,PF29928	3172113	Q05949_F1_nD1	Q05949_F1	afdb	290	3402918
101.1.10.48	PF29927,PF29928	4197020	Q74ZM2_nD1	Q74ZM2_F1	afdb	290	3807907
101.1.10.49	PF13006	3986792	Q32FF6_F1_nD1	Q32FF6_F1	afdb	95	3544760
101.1.10.49	PF13006	3985422	Q32AI1_F1_nD1	Q32AI1_F1	afdb	95	3544321
101.1.10.50	PF29928	4223269	Q6CK68_nD1	Q6CK68_F1	afdb	160	3834111
101.1.10.50	PF29928	4646558	Q6FX19_nD1	Q6FX19_F1	afdb	155	4257667
101.1.10.51	PF29927	4629039	Q6CK68_nD2	Q6CK68_F1	afdb	135	4240137
101.1.10.51	PF29927	4565294	Q6FX19_nD2	Q6FX19_F1	afdb	140	4176371
101.1.10.76	PF13384	3603777	Q58453_F1_nD1	Q58453_F1	afdb	90	3580835
101.1.10.76	PF13384	5012580	Q5JDS8_F1_nD1	Q5JDS8_F1	afdb		4620755
101.1.11.120	PF25806	4014027	A0A175VZP0_F1_nD2	A0A175VZP0_F1	afdb	75	3227358
101.1.11.120	PF25806	3769873	D3ZPU4_F1_nD4	D3ZPU4_F1	afdb	45	2874285
101.1.11.120	PF25806	3202181	C0NBB1_F1_nD3	C0NBB1_F1	afdb	50	3313799
101.1.11.120	PF25806	3188451	U7PVB0_F1_nD3	U7PVB0_F1	afdb	70	3282894
101.1.11.123	PF08315	3510983	A0A077Z8H4_F1_nD1	A0A077Z8H4_F1	afdb	29	3067974
101.1.11.123	PF08315	3472857	G4VJM8_F1_nD1	G4VJM8_F1	afdb	30	2880632
101.1.11.128	PF05350	3557567	Q92837_F1_nD1	Q92837_F1	afdb	25	2583635
101.1.11.128	PF05350	3569789	O75474_F1_nD1	O75474_F1	afdb	30	2557835
101.1.11.131	PF04795	3185779	U7PHH0_F1_nD1	U7PHH0_F1	afdb	33	3279277
101.1.11.131	PF04795	3173340	P40154_F1_nD1	P40154_F1	afdb	35	3405756
101.1.11.132	PF07023	3984160	Q32GC6_F1_nD1	Q32GC6_F1	afdb	45	3542641
101.1.11.132	PF07023	3977170	Q7CQP5_F1_nD1	Q7CQP5_F1	afdb	45	3503689
101.1.11.134	PF04790	3562617	Q92629_F1_nD1	Q92629_F1	afdb	30	2569724
101.1.11.134	PF04790	3559319	Q92629_F1_nD2	Q92629_F1	afdb	60	2569725
101.1.11.189	PF26688	4418355	Q8ZZP2_nD1	Q8ZZP2_F1	afdb	55	4029329
101.1.11.189	PF26688	4929556	A0A060HTE7_F1_nD1	A0A060HTE7_F1	afdb		4537731
101.1.11.189	PF26688	4937222	A0A5Q0UFB2_F1_nD1	A0A5Q0UFB2_F1	afdb		4545397
101.1.11.189	PF26688	4955175	B1L429_F1_nD1	B1L429_F1	afdb		4563350
101.1.11.189	PF26688	4955557	B1L4W7_F1_nD1	B1L4W7_F1	afdb		4563732
101.1.11.189	PF26688	5007760	O29647_F1_nD1	O29647_F1	afdb		4615935
101.1.11.189	PF26688	5010035	Q4J7Y4_F1_nD1	Q4J7Y4_F1	afdb		4618210
101.1.11.189	PF26688	5028570	A0A0B5HL24_F1_nD1	A0A0B5HL24_F1	afdb		4636745
101.1.11.189	PF26688	5031216	A0A0N8PWJ3_F1_nD1	A0A0N8PWJ3_F1	afdb		4639391
101.1.11.189	PF26688	5031474	A0A0N8PVU6_F1_nD1	A0A0N8PVU6_F1	afdb		4639649
101.1.11.189	PF26688	5032185	A0A0P9GA73_F1_nD1	A0A0P9GA73_F1	afdb		4640360
101.1.11.189	PF26688	5038726	A0A2P6VUW3_F1_nD1	A0A2P6VUW3_F1	afdb		4646901
101.1.11.189	PF26688	5041333	A0A2P6VZM2_F1_nD1	A0A2P6VZM2_F1	afdb		4649508
101.1.11.189	PF26688	5044151	A0A662TJ36_F1_nD1	A0A662TJ36_F1	afdb		4652326
101.1.11.189	PF26688	5048749	A0A532TMA4_F1_nD1	A0A532TMA4_F1	afdb		4656924
101.1.11.189	PF26688	5051050	A0A532T960_F1_nD1	A0A532T960_F1	afdb		4659225
101.1.11.189	PF26688	5077780	UPI0032F69434_nD1	UPI0032F69434	uniparc		4685955
101.1.11.189	PF26688	5082120	UPI0035610D83_nD1	UPI0035610D83	uniparc		4690295
101.1.11.203	PF03683	4966880	EPP00018177_nD1	EPP00018177	epp		4575055
101.1.11.203	PF03683	4992527	EPP00012041_nD1	EPP00012041	epp		4600702
101.1.11.203	PF03683	4992556	EPP00012073_nD1	EPP00012073	epp		4600731
101.1.11.203	PF03683	4993165	EPP00012641_nD1	EPP00012641	epp		4601340
101.1.11.203	PF03683	4994233	EPP00013632_nD1	EPP00013632	epp		4602408
101.1.11.203	PF03683	5028174	A0A0B5HRF6_F1_nD2	A0A0B5HRF6_F1	afdb		4636349
101.1.11.203	PF03683	5029686	A0A0B5HHQ3_F1_nD1	A0A0B5HHQ3_F1	afdb		4637861
101.1.11.203	PF03683	5045749	A0A5C9E5S1_F1_nD2	A0A5C9E5S1_F1	afdb		4653924
101.1.11.203	PF03683	5051836	A0A532T9H6_F1_nD1	A0A532T9H6_F1	afdb		4660011
101.1.11.203	PF03683	5064868	UPI0030DE0CA8_nD1	UPI0030DE0CA8	uniparc		4673043
101.1.11.206	PF24434	4929237	A0A060HR13_F1_nD1	A0A060HR13_F1	afdb		4537412
101.1.11.206	PF24434	4940876	A0A7D6BA65_F1_nD1	A0A7D6BA65_F1	afdb		4549051
101.1.11.206	PF24434	4949568	A3CT96_F1_nD1	A3CT96_F1	afdb		4557743
101.1.11.206	PF24434	4950758	A3CVK2_F1_nD1	A3CVK2_F1	afdb		4558933
101.1.11.206	PF24434	5002988	L0KX25_F1_nD1	L0KX25_F1	afdb		4611163
101.1.11.206	PF24434	5018713	Q8PTV7_F1_nD1	Q8PTV7_F1	afdb		4626888
101.1.11.206	PF24434	5054684	A0A7C1DQF2_F1_nD1	A0A7C1DQF2_F1	afdb		4662859
101.11.1.3	PF23081	3902798	E7FCT0_F1_nD1	E7FCT0_F1	afdb	80	2676427
101.11.1.3	PF23081	3913345	E7FDX9_F1_nD1	E7FDX9_F1	afdb	80	2646476
101.11.1.3	PF23081	3755050	D4ADC4_F1_nD1	D4ADC4_F1	afdb	85	2853603
10.1.1.117	PF05317	4640212	P17118_nD1	P17118_F1	afdb	300	4251318
10.1.1.117	PF05317	4991389	G4RN89_F1_nD1	G4RN89_F1	afdb		4599564
10.1.1.117	PF05317	4992294	G4RQ69_F1_nD1	G4RQ69_F1	afdb		4600469
10.1.1.117	PF05317	5008843	P17118_F1_nD1	P17118_F1	afdb		4617018
10.1.1.117	PF05317	5009351	Q4J6G6_F1_nD1	Q4J6G6_F1	afdb		4617526
10.1.1.117	PF05317	5010985	Q4J9X3_F1_nD1	Q4J9X3_F1	afdb		4619160
101.1.11.86	PF09350	3380633	I1L947_F1_nD1	I1L947_F1	afdb	55	2451679
101.1.11.86	PF09350	3343799	I1LZC4_F1_nD1	I1LZC4_F1	afdb	55	2507752
101.1.11.86	PF09350	3286338	K0EVC1_F1_nD1	K0EVC1_F1	afdb	30	3367480
101.1.1.246	PF00096	3211955	G5EBU4_F1_nD5	G5EBU4_F1	afdb	30	2770708
101.1.1.246	PF00096	3571374	O60315_F1_nD2	O60315_F1	afdb	25	2571385
101.1.1.246	PF00096	3571377	O60315_F1_nD1	O60315_F1	afdb	25	2571390
101.1.1.246	PF00096	3235954	G5EBU4_F1_nD1	G5EBU4_F1	afdb	25	2770710
101.1.1.264	PF04435	3230108	G5EBL4_F1_nD3	G5EBL4_F1	afdb	115	2801022
101.1.1.264	PF04435	3239767	Q9XU06_F1_nD1	Q9XU06_F1	afdb	120	2790926
101.1.1.264	PF04435	3226384	Q9TZI4_F1_nD3	Q9TZI4_F1	afdb	95	2796017
101.1.1.264	PF04435	3225388	Q9TYX9_F1_nD1	Q9TYX9_F1	afdb	115	2794622
101.1.1.264	PF04435	3228900	O61192_F1_nD1	O61192_F1	afdb	110	2799349
101.1.1.264	PF04435	3244008	Q9XU04_F1_nD1	Q9XU04_F1	afdb	120	2789919
101.1.1.264	PF04435	3220456	O45706_F1_nD1	O45706_F1	afdb	130	2782261
101.1.1.264	PF04435	3240802	Q23477_F1_nD2	Q23477_F1	afdb	115	2794571
101.1.1.264	PF04435	3244282	O45063_F1_nD3	O45063_F1	afdb	115	2790401
101.1.1.264	PF04435	3215517	Q9U3H5_F1_nD1	Q9U3H5_F1	afdb	125	2775548
101.1.1.264	PF04435	3237221	Q9U2G8_F1_nD2	Q9U2G8_F1	afdb	130	2779989
101.1.1.264	PF04435	3222300	Q9N2U7_F1_nD4	Q9N2U7_F1	afdb	115	2784707
101.1.1.264	PF04435	3228895	O61192_F1_nD2	O61192_F1	afdb	130	2799348
101.1.1.264	PF04435	3244281	O45063_F1_nD2	O45063_F1	afdb	120	2790399
101.1.1.264	PF04435	3244007	Q9XU04_F1_nD2	Q9XU04_F1	afdb	115	2789918
101.1.1.264	PF04435	3239772	Q9XU06_F1_nD2	Q9XU06_F1	afdb	130	2790927
101.1.1.264	PF04435	3212159	H2KY62_F1_nD4	H2KY62_F1	afdb	115	2770968
101.1.1.264	PF04435	3215923	O45943_F1_nD2	O45943_F1	afdb	115	2776038
101.1.1.264	PF04435	3222294	Q9N2U7_F1_nD1	Q9N2U7_F1	afdb	125	2784709
101.1.1.264	PF04435	3225398	Q9TYX9_F1_nD3	Q9TYX9_F1	afdb	105	2794619
101.1.1.264	PF04435	3244279	O45063_F1_nD1	O45063_F1	afdb	115	2790400
101.1.1.264	PF04435	3243279	Q95XD8_F1_nD2	Q95XD8_F1	afdb	105	2788585
101.1.1.264	PF04435	3221022	Q9NA88_F1_nD2	Q9NA88_F1	afdb	125	2783027
101.1.1.264	PF04435	3230109	G5EBL4_F1_nD2	G5EBL4_F1	afdb	120	2801025
101.1.1.264	PF04435	3230110	G5EBL4_F1_nD1	G5EBL4_F1	afdb	115	2801026
101.1.1.264	PF04435	3215920	O45943_F1_nD1	O45943_F1	afdb	100	2776039
101.1.1.264	PF04435	3212172	H2KY62_F1_nD3	H2KY62_F1	afdb	110	2770970
101.1.1.264	PF04435	3212163	H2KY62_F1_nD2	H2KY62_F1	afdb	110	2770972
101.1.1.264	PF04435	3223780	Q9NA84_F1_nD1	Q9NA84_F1	afdb	125	2786760
101.1.1.264	PF04435	3225522	Q9NA87_F1_nD1	Q9NA87_F1	afdb	115	2794844
101.1.1.264	PF04435	3230169	Q9N5M9_F1_nD2	Q9N5M9_F1	afdb	120	2801102
101.1.1.264	PF04435	3215919	O45943_F1_nD3	O45943_F1	afdb	120	2776041
101.1.1.264	PF04435	3242921	O61745_F1_nD1	O61745_F1	afdb	120	2787918
101.1.1.264	PF04435	3233735	Q23479_F1_nD1	Q23479_F1	afdb	80	2805910
101.1.1.264	PF04435	3226928	Q9XU05_F1_nD2	Q9XU05_F1	afdb	130	2796747
101.1.1.264	PF04435	3225390	Q9TYX9_F1_nD2	Q9TYX9_F1	afdb	120	2794621
101.1.1.264	PF04435	3239810	Q9XU08_F1_nD1	Q9XU08_F1	afdb	115	2791007
101.1.1.264	PF04435	3242924	O61745_F1_nD2	O61745_F1	afdb	110	2787919
101.1.1.264	PF04435	3217296	Q9N2U8_F1_nD1	Q9N2U8_F1	afdb	119	2777965
101.1.1.264	PF04435	3221028	Q9NA88_F1_nD1	Q9NA88_F1	afdb	120	2783026
101.1.1.264	PF04435	3238183	Q9NA84_F1_nD2	Q9NA84_F1	afdb	105	2786759
101.1.1.264	PF04435	3215518	Q9U3H5_F1_nD3	Q9U3H5_F1	afdb	120	2775549
101.1.1.264	PF04435	3225524	Q9NA87_F1_nD2	Q9NA87_F1	afdb	120	2794845
101.1.1.264	PF04435	3226933	Q9XU05_F1_nD1	Q9XU05_F1	afdb	115	2796746
101.1.1.264	PF04435	3239312	Q9U3Q7_F1_nD1	Q9U3Q7_F1	afdb	109	2789858
101.1.1.264	PF04435	3222265	Q9N2U7_F1_nD3	Q9N2U7_F1	afdb	55	2784708
101.1.1.266	PF00872	3960847	X8FHD1_F1_nD1	X8FHD1_F1	afdb	130	3477572
101.1.1.266	PF00872	3962856	X8FCN3_F1_nD1	X8FCN3_F1	afdb	130	3477787
101.1.1.266	PF00872	4237552	P80011_nD2	P80011_F1	afdb	45	3848435
101.1.1.266	PF00872	4274627	P59787_nD2	P59787_F1	afdb	60	3885551
101.1.1.266	PF00872	3984591	Q327D5_F1_nD1	Q327D5_F1	afdb	45	3543204
101.1.1.266	PF00872	4494465	P55620_nD2	P55620_F1	afdb	50	4105509
101.1.1.266	PF00872	4542384	P60231_nD2	P60231_F1	afdb	65	4153444
101.1.1.266	PF00872	4632257	P35881_nD2	P35881_F1	afdb	45	4243355
101.1.1.266	PF00872	3958727	X8F8X5_F1_nD2	X8F8X5_F1	afdb	45	3474896
101.1.1.266	PF00872	3961929	X8F6A7_F1_nD2	X8F6A7_F1	afdb	45	3478985
101.1.1.266	PF00872	3960155	X8F934_F1_nD2	X8F934_F1	afdb	65	3476707
101.1.1.266	PF00872	3962671	X8FCQ7_F1_nD2	X8FCQ7_F1	afdb	65	3477872
101.1.1.266	PF00872	3960963	X8FIM8_F1_nD2	X8FIM8_F1	afdb	55	3477764
101.1.1.266	PF00872	3962273	X8F5H2_F1_nD2	X8F5H2_F1	afdb	65	3474728
101.1.1.266	PF00872	3589158	A0A1L2GHG9_F1_nD2	A0A1L2GHG9_F1	afdb	40	3554407
101.1.1.266	PF00872	3954792	O06367_F1_nD2	O06367_F1	afdb	50	3532603
101.1.1.266	PF00872	3588121	G5CKR1_F1_nD2	G5CKR1_F1	afdb	40	3553032
101.1.1.266	PF00872	3962278	X8F7C8_F1_nD2	X8F7C8_F1	afdb	55	3474809
101.1.1.266	PF00872	3590835	A0A5P3FQ38_F1_nD2	A0A5P3FQ38_F1	afdb	45	3551193
101.1.1.266	PF00872	3955664	I6XH73_F1_nD2	I6XH73_F1	afdb	55	3528398
101.1.1.266	PF00872	3958545	X8FG84_F1_nD2	X8FG84_F1	afdb	55	3474650
101.1.1.266	PF00872	3961378	X8EZU0_F1_nD2	X8EZU0_F1	afdb	35	3478285
101.1.1.266	PF00872	3957316	X8FMR6_F1_nD2	X8FMR6_F1	afdb	65	3473078
101.1.1.266	PF00872	3957804	X8FEF0_F1_nD2	X8FEF0_F1	afdb	50	3473716
101.1.1.266	PF00872	3952793	P71963_F1_nD2	P71963_F1	afdb	50	3529169
101.1.1.266	PF00872	3960694	X8F063_F1_nD2	X8F063_F1	afdb	65	3477396
101.1.1.266	PF00872	3959426	X8F2I4_F1_nD2	X8F2I4_F1	afdb	55	3475764
101.1.1.266	PF00872	3958338	X8FC89_F1_nD2	X8FC89_F1	afdb	45	3474396
101.1.1.266	PF00872	3963027	X8F374_F1_nD2	X8F374_F1	afdb	65	3478899
101.1.1.266	PF00872	3958596	X8F4U4_F1_nD2	X8F4U4_F1	afdb	65	3474710
101.1.1.266	PF00872	3960281	X8EWV8_F1_nD2	X8EWV8_F1	afdb	55	3476863
101.1.1.266	PF00872	3960746	X8FIK7_F1_nD2	X8FIK7_F1	afdb	55	3477459
101.1.1.266	PF00872	3960936	X8EZU5_F1_nD2	X8EZU5_F1	afdb	45	3477718
101.1.1.266	PF00872	3960087	X8FFJ4_F1_nD2	X8FFJ4_F1	afdb	65	3476614
101.1.1.266	PF00872	3959515	X8FL45_F1_nD2	X8FL45_F1	afdb	65	3475892
101.1.1.266	PF00872	3957850	X8FL79_F1_nD2	X8FL79_F1	afdb	65	3473768
101.1.1.266	PF00872	3961930	X8F869_F1_nD2	X8F869_F1	afdb	55	3478986
101.1.1.266	PF00872	3958761	X8F445_F1_nD2	X8F445_F1	afdb	55	3474923
101.1.1.266	PF00872	3590311	B5U8Y0_F1_nD2	B5U8Y0_F1	afdb	55	3553410
101.1.1.266	PF00872	4958308	D1YWW2_F1_nD2	D1YWW2_F1	afdb		4566483
101.1.1.266	PF00872	4958664	D1YXQ3_F1_nD2	D1YXQ3_F1	afdb		4566839
101.1.1.266	PF00872	5017719	Q8PRR6_F1_nD2	Q8PRR6_F1	afdb		4625894
101.1.1.266	PF00872	5018230	Q8PSW6_F1_nD2	Q8PSW6_F1	afdb		4626405
101.1.1.267	PF26138	3302449	A0A0R0F0I2_F1_nD2	A0A0R0F0I2_F1	afdb	95	2453271
101.1.1.267	PF26138	3424560	A0A0P0WAF9_F1_nD1	A0A0P0WAF9_F1	afdb	95	2596941
101.1.1.267	PF26138	3296837	A0A0R0I528_F1_nD1	A0A0R0I528_F1	afdb	139	2445880
101.1.1.267	PF26138	3306117	A0A0R0K820_F1_nD2	A0A0R0K820_F1	afdb	100	2458131
101.1.1.267	PF26138	3837609	Q9FHY5_F1_nD1	Q9FHY5_F1	afdb	90	2812722
101.1.1.267	PF26138	3380581	K7MXS1_F1_nD1	K7MXS1_F1	afdb	130	2450493
101.1.1.267	PF26138	3372955	A0A0R0I5A0_F1_nD1	A0A0R0I5A0_F1	afdb	120	2499310
101.1.1.267	PF26138	3913534	E7F1W1_F1_nD2	E7F1W1_F1	afdb	155	2673017
101.1.1.267	PF26138	3301179	A0A0R0KM20_F1_nD1	A0A0R0KM20_F1	afdb	75	2451597
101.1.1.267	PF26138	3303282	K7MRA6_F1_nD2	K7MRA6_F1	afdb	98	2454382
101.1.1.267	PF26138	3352776	A0A0R0KSP5_F1_nD2	A0A0R0KSP5_F1	afdb	90	2519505
101.1.1.267	PF26138	3314861	A0A0R0LJV4_F1_nD1	A0A0R0LJV4_F1	afdb	120	2469649
101.1.1.267	PF26138	3464583	Q6I5V9_F1_nD1	Q6I5V9_F1	afdb	95	2630264
101.1.1.267	PF26138	3458891	A0A0P0Y3M7_F1_nD2	A0A0P0Y3M7_F1	afdb	105	2642653
101.1.1.267	PF26138	3837445	F4KA06_F1_nD1	F4KA06_F1	afdb	85	2838666
101.1.1.267	PF26138	3304206	A0A0R0JZU2_F1_nD1	A0A0R0JZU2_F1	afdb	90	2455591
101.1.1.267	PF26138	3374655	A0A0R0L5H2_F1_nD3	A0A0R0L5H2_F1	afdb	95	2511575
101.1.1.267	PF26138	3436877	Q6L4U5_F1_nD1	Q6L4U5_F1	afdb	95	2613086
101.1.1.267	PF26138	3460321	A0A0P0VL16_F1_nD1	A0A0P0VL16_F1	afdb	160	2599351
101.1.1.267	PF26138	3376425	A0A0R0IWH4_F1_nD1	A0A0R0IWH4_F1	afdb	85	2523850
101.1.1.267	PF26138	3326770	A0A0R0KQM1_F1_nD1	A0A0R0KQM1_F1	afdb	70	2485257
101.1.1.267	PF26138	3667652	A0A1D6P6T9_F1_nD1	A0A1D6P6T9_F1	afdb	95	2724231
101.1.1.267	PF26138	3671163	A0A1X7YFY8_F1_nD2	A0A1X7YFY8_F1	afdb	110	2728964
101.1.1.267	PF26138	3448782	A0A0N7KP53_F1_nD2	A0A0N7KP53_F1	afdb	100	2629205
101.1.1.267	PF26138	3434192	A0A0N7KMU7_F1_nD1	A0A0N7KMU7_F1	afdb	94	2609506
101.1.1.267	PF26138	3359853	K7LRE3_F1_nD2	K7LRE3_F1	afdb	100	2529002
101.1.1.267	PF26138	3444766	Q65WX7_F1_nD1	Q65WX7_F1	afdb	95	2623523
101.1.1.267	PF26138	3452676	A0A0P0W8A5_F1_nD1	A0A0P0W8A5_F1	afdb	95	2634387
101.1.1.267	PF26138	3657780	A0A1D6MXJ0_F1_nD2	A0A1D6MXJ0_F1	afdb	95	2710898
101.1.1.267	PF26138	3324879	A0A0R0GDT5_F1_nD1	A0A0R0GDT5_F1	afdb	105	2482799
101.1.1.267	PF26138	3305070	A0A0R0E9D9_F1_nD1	A0A0R0E9D9_F1	afdb	79	2456739
101.1.1.267	PF26138	3834077	Q9LYH2_F1_nD2	Q9LYH2_F1	afdb	125	2819678
101.1.1.267	PF26138	3444527	A0A0N7KU27_F1_nD1	A0A0N7KU27_F1	afdb	99	2623207
101.1.1.267	PF26138	3310777	A0A0R0JSK8_F1_nD1	A0A0R0JSK8_F1	afdb	95	2464281
101.1.1.267	PF26138	3347079	A0A0R0K784_F1_nD1	A0A0R0K784_F1	afdb	75	2512018
101.1.1.267	PF26138	3349483	A0A0R0L9G5_F1_nD1	A0A0R0L9G5_F1	afdb	75	2515189
101.1.1.267	PF26138	3656429	A0A1D6HEA0_F1_nD1	A0A1D6HEA0_F1	afdb	205	2709077
101.1.1.267	PF26138	3461437	A0A0P0XJ67_F1_nD1	A0A0P0XJ67_F1	afdb	140	2607258
101.1.1.269	PF24964	3437832	B7EBF1_F1_nD1	B7EBF1_F1	afdb	45	2614344
101.1.1.269	PF24964	3447922	A0A0P0VI26_F1_nD1	A0A0P0VI26_F1	afdb	50	2628035
101.1.1.269	PF24964	3432508	A0A0N7KN76_F1_nD1	A0A0N7KN76_F1	afdb	50	2607253
101.1.1.269	PF24964	3445817	A0A0P0YAJ2_F1_nD1	A0A0P0YAJ2_F1	afdb	45	2624921
101.1.1.269	PF24964	3435859	A0A0P0Y6W0_F1_nD1	A0A0P0Y6W0_F1	afdb	70	2611718
101.1.1.269	PF24964	3424245	A0A0P0Y8S9_F1_nD1	A0A0P0Y8S9_F1	afdb	60	2596545
101.1.1.269	PF24964	3449528	A0A0N7KGW2_F1_nD1	A0A0N7KGW2_F1	afdb	75	2630197
101.1.1.269	PF24964	3462938	A0A0P0V2L6_F1_nD1	A0A0P0V2L6_F1	afdb	65	2617842
101.1.1.269	PF24964	3448694	A0A0P0WGG8_F1_nD1	A0A0P0WGG8_F1	afdb	60	2629088
101.1.1.269	PF24964	3338631	K7LU34_F1_nD1	K7LU34_F1	afdb	60	2500729
101.1.1.269	PF24964	3442515	A0A0P0Y2K9_F1_nD1	A0A0P0Y2K9_F1	afdb	80	2620536
101.1.1.269	PF24964	3442743	A0A0P0W5A1_F1_nD1	A0A0P0W5A1_F1	afdb	55	2620848
101.1.1.269	PF24964	3464087	A0A0P0VJC8_F1_nD1	A0A0P0VJC8_F1	afdb	70	2626242
