domain_id,sequence_length,f_group_id,t_group_id,h_group_id,f_name,fgroup_median,fgroup_stddev,ratio_to_median,z_score,is_discontinuous,range_definition,source,anomaly_type
K0EYG0_F1_nD1,30,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.07692307692307693,-5.893139500327014,False,11-40,AFDB,too_short
Q4GZ02_F1_nD4,1070,5.1.5.9,5.1.5,5.1,Cytochrom_D1,427.0,109.761461856026,2.5058548009367683,5.858158128792257,True,"501-565,591-760,786-955,1001-1105,1126-1200,1236-1260,1281-1740",AFDB,too_long
A0A0P0X2I9_F1_nD1,55,5.1.4.5,5.1.4,5.1,"WD40,CAF1C_H4-bd",400.0,59.08406635626837,0.1375,-5.839137711336588,False,96-150,AFDB,too_short
A0A3Q0KFS0_F1_nD1,958,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.7768115942028984,5.80481150543223,False,1-958,AFDB,too_long
A0A3Q0KNB0_F1_nD6,1080,5.1.5.1,5.1.5,5.1,WD40,365.0,125.044567015758,2.958904109589041,5.717961340214776,True,"856-920,1041-1510,1531-1800,1821-2020,2061-2135",AFDB,too_long
Q38BL3_F1_nD2,945,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.739130434782609,5.681707835659606,True,"301-445,476-545,616-1045,1161-1185,1246-1280,1316-1555",AFDB,too_long
P0C7G9_F1_nD2,45,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.11538461538461539,-5.647592021146722,False,551-595,AFDB,too_short
A0JN52_nD1,795,5.1.4.17,5.1.4,5.1,"CPSF_A,MMS1_N",385.0,72.68475810853381,2.064935064935065,5.6407974748678775,True,"6-440,771-1130",AFDB,too_long
A4IAV4_F1_nD1,935,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.710144927536232,5.587012705065279,True,"41-165,286-440,461-515,536-945,1001-1190",AFDB,too_long
Q4CV45_F1_nD3,933,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.7043478260869565,5.568073678946414,True,"166-405,431-475,496-610,651-715,741-770,801-845,921-1000,1061-1373",AFDB,too_long
Q9HAY6_F1_nD2,25,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.05030181086519115,-5.489439055467727,False,521-545,AFDB,too_short
A0A0P0VZY9_F1_nD2,25,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.05030181086519115,-5.489439055467727,False,146-170,AFDB,too_short
A0A0P0VWM0_F1_nD1,25,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.05030181086519115,-5.489439055467727,False,1-25,AFDB,too_short
A0A077Z9K3_F1_nD1,55,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.14102564102564102,-5.483893701693194,False,11-65,AFDB,too_short
Q8IZU2_F1_nD2,950,5.1.4.36,5.1.4,5.1,MMS1_N,355.0,109.426324825571,2.676056338028169,5.437448447148789,True,"1-390,736-915,941-1320",AFDB,too_long
A0A0N7KSE9_F1_nD1,40,5.1.3.12,5.1.3,5.1,Str_synth,317.5,51.08956916051139,0.12598425196850394,-5.43163711418588,False,66-105,AFDB,too_short
Q9AUK5_F1_nD1,30,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.060362173038229376,-5.431288218015738,False,26-55,AFDB,too_short
P0C7G9_F1_nD3,60,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.15384615384615385,-5.40204454196643,False,616-675,AFDB,too_short
Q9UNX4_F1_nD1,915,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.652173913043478,5.397622443876625,False,6-920,AFDB,too_long
Q57VP9_F1_nD4,910,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.63768115942029,5.350274878579462,True,"491-560,641-940,966-1060,1081-1125,1166-1240,1261-1560,1596-1620",AFDB,too_long
B0S6A9_F1_nD1,910,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.63768115942029,5.350274878579462,False,6-915,AFDB,too_long
Q556K5_F1_nD2,80,5.1.2.1,5.1.2,5.1,Glyco_hydro_32N,340.0,48.82674124429412,0.23529411764705882,-5.324950905470955,False,111-190,AFDB,too_short
Q5VPC8_F1_nD2,25,5.1.3.27,5.1.3,5.1,Kelch_4,345.0,60.289572252313874,0.07246376811594203,-5.307717206232436,False,551-575,AFDB,too_short
Q55A09_F1_nD2,25,5.1.3.27,5.1.3,5.1,Kelch_4,345.0,60.289572252313874,0.07246376811594203,-5.307717206232436,False,231-255,AFDB,too_short
Q7M3S9_F1_nD3,25,5.1.3.27,5.1.3,5.1,Kelch_4,345.0,60.289572252313874,0.07246376811594203,-5.307717206232436,False,631-655,AFDB,too_short
Q8BHB4_F1_nD1,905,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.6231884057971016,5.302927313282298,False,6-910,AFDB,too_long
A0A1C1CPH1_F1_nD1,905,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.6231884057971016,5.302927313282298,False,21-925,AFDB,too_long
D4A106_F1_nD1,905,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.6231884057971016,5.302927313282298,False,6-910,AFDB,too_long
Q54HN0_F1_nD2,30,5.1.1.1,5.1.1,5.1,Hemopexin,197.5,31.66139391084868,0.1518987341772152,-5.290354570984528,False,151-180,AFDB,too_short
U7PQK0_F1_nD1,30,5.1.1.1,5.1.1,5.1,Hemopexin,197.5,31.66139391084868,0.1518987341772152,-5.290354570984528,False,326-355,AFDB,too_short
A0A0D2H413_F1_nD1,900,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.608695652173913,5.255579747985135,False,1-900,AFDB,too_long
Q10KH6_F1_nD1,140,5.1.4.11,5.1.4,5.1,Clathrin_propel,330.0,36.18362711532116,0.42424242424242425,-5.2509937545633365,False,16-155,AFDB,too_short
A0A140LHH9_F1_nD1,895,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5942028985507246,5.208232182687972,True,"1-855,876-905,966-975",AFDB,too_long
A0A0K0E2Y6_F1_nD1,295,5.1.3.24,5.1.3,5.1,End_beta_propel,410.0,22.1351666082547,0.7195121951219512,-5.195352808282632,False,116-410,AFDB,too_short
U7PML2_F1_nD1,34,5.1.1.1,5.1.1,5.1,Hemopexin,197.5,31.66139391084868,0.17215189873417722,-5.164017745408778,False,257-290,AFDB,too_short
Q9VE98_F1_nD1,890,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.579710144927536,5.160884617390808,False,6-895,AFDB,too_long
Q552B8_F1_nD2,890,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.579710144927536,5.160884617390808,True,"21-445,491-955",AFDB,too_long
A0A0R0JVE0_F1_nD1,75,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.19230769230769232,-5.156497062786138,False,1-75,AFDB,too_short
A0A0P0XZM5_F1_nD1,55,5.1.3.12,5.1.3,5.1,Str_synth,317.5,51.08956916051139,0.1732283464566929,-5.13803510801367,False,36-90,AFDB,too_short
A0A5K4FC43_F1_nD2,1005,5.1.5.1,5.1.5,5.1,WD40,365.0,125.044567015758,2.7534246575342465,5.118175185646792,True,"1-10,71-185,636-755,791-905,1091-1205,1246-1360,1406-1460,1511-1730,1766-1880,1901-1925",AFDB,too_long
Q9BZH6_F1_nD1,885,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5652173913043477,5.113537052093645,True,"1-850,871-905",AFDB,too_long
A0A1D6FQU9_F1_nD2,885,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5652173913043477,5.113537052093645,True,"31-435,471-865,906-990",AFDB,too_long
A0A0R0HRH0_F1_nD1,80,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.20512820512820512,-5.074647903059374,False,16-95,AFDB,too_short
Q9XWF9_F1_nD2,555,5.1.3.2,5.1.3,5.1,Ldl_recept_b,285.0,53.35974654281193,1.9473684210526316,5.0599940496975915,True,"1-255,561-860",AFDB,too_long
B9FRR0_F1_nD1,40,5.1.3.27,5.1.3,5.1,Kelch_4,345.0,60.289572252313874,0.11594202898550725,-5.058917962190291,False,81-120,AFDB,too_short
Q5T5C0_F1_nD1,879,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5478260869565217,5.0567199737370485,True,"41-554,591-680,791-875,906-1095",AFDB,too_long
A0A0R0K6U4_F1_nD1,65,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.13078470824949698,-5.024232355851818,False,6-70,AFDB,too_short
A4I973_F1_nD6,875,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.536231884057971,5.018841921499318,True,"641-1115,1146-1545",AFDB,too_long
Q3TJ91_F1_nD1,875,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.536231884057971,5.018841921499318,True,"6-640,706-945",AFDB,too_long
A0A1C1CKA1_F1_nD2,1075,5.1.4.45,5.1.4,5.1,PQQ_3,360.0,142.719846361515,2.986111111111111,5.009814810120218,True,"1-545,691-1210,1486-1495",AFDB,too_long
D4A929_F1_nD5,873,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5304347826086957,4.999902895380453,True,"886-905,926-1010,1046-1080,1201-1933",AFDB,too_long
Q99296_F1_nD1,25,5.1.4.17,5.1.4,5.1,"CPSF_A,MMS1_N",385.0,72.68475810853381,0.06493506493506493,-4.9528953437864285,False,151-175,AFDB,too_short
F4JCM7_F1_nD1,865,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.5072463768115942,4.924146790904992,True,"6-415,481-935",AFDB,too_long
F4J0P2_F1_nD1,825,5.1.4.19,5.1.4,5.1,Coatomer_WDAD,290.0,109.30521185580757,2.8448275862068964,4.8945516038682335,True,"1-415,441-585,611-875",AFDB,too_long
A0A3P7DW56_F1_nD1,215,5.1.3.13,5.1.3,5.1,RAG2,351.0,27.787027723850795,0.6125356125356125,-4.894370184230442,False,1-215,AFDB,too_short
A0A044THH0_F1_nD1,860,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4927536231884058,4.8767992256078285,True,"1-485,516-660,716-945",AFDB,too_long
Q9NEZ7_F1_nD3,25,5.1.3.2,5.1.3,5.1,Ldl_recept_b,285.0,53.35974654281193,0.08771929824561403,-4.872586862671755,False,431-455,AFDB,too_short
Q21624_F1_nD2,30,5.1.4.4,5.1.4,5.1,"WD40,DUF1899,WD40_4",400.0,76.04424802260962,0.075,-4.865588254485611,False,571-600,AFDB,too_short
Q6CNR4_nD2,1135,5.1.4.52,5.1.4,5.1,Sortilin-Vps10,378.0,156.195101979007,3.002645502645503,4.846502805841777,True,"26-605,736-1250,1496-1535",AFDB,too_long
Q80TR8_F1_nD3,855,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4782608695652173,4.8294516603106645,True,"421-845,1001-1400,1426-1455",AFDB,too_long
A0A1C1CW75_F1_nD1,855,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4782608695652173,4.8294516603106645,False,6-860,AFDB,too_long
P57737_F1_nD1,855,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4782608695652173,4.8294516603106645,True,"1-400,421-875",AFDB,too_long
A0A3P7FCL3_F1_nD1,855,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4782608695652173,4.8294516603106645,False,1-855,AFDB,too_long
H2L0C0_F1_nD2,855,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4782608695652173,4.8294516603106645,True,"21-410,476-940",AFDB,too_long
A0A044SXZ5_F1_nD1,853,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.472463768115942,4.8105126341918,True,"21-520,561-643,916-1175,1196-1205",AFDB,too_long
A4I8V9_F1_nD3,853,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.472463768115942,4.8105126341918,True,"336-435,491-965,1006-1115,1211-1310,1366-1390,1438-1480",AFDB,too_long
C0H539_F1_nD3,230,5.1.10.1,5.1.10,5.1,DUF6849,80.0,31.228757791657305,2.875,4.80326502260273,True,"271-360,466-580,701-725",AFDB,too_long
A0A0R0KLW6_F1_nD1,25,5.1.3.26,5.1.3,5.1,BNR_2,386.0,75.45122988227929,0.06476683937823834,-4.784547588730367,False,91-115,AFDB,too_short
A4I7J5_F1_nD1,850,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.463768115942029,4.782104095013501,False,6-855,AFDB,too_long
Q4CPR9_F1_nD1,235,5.1.3.28,5.1.3,5.1,BNR_3,384.0,31.277539560947552,0.6119791666666666,-4.76380182365873,False,31-265,AFDB,too_short
Q9UQ03_F1_nD2,40,5.1.4.4,5.1.4,5.1,"WD40,DUF1899,WD40_4",400.0,76.04424802260962,0.1,-4.734085869229243,False,431-470,AFDB,too_short
Q54QY4_F1_nD4,30,5.1.3.26,5.1.3,5.1,BNR_2,386.0,75.45122988227929,0.07772020725388601,-4.718279616587287,False,476-505,AFDB,too_short
P97499_F1_nD10,954,5.1.5.1,5.1.5,5.1,WD40,365.0,125.044567015758,2.6136986301369864,4.710320600540563,False,1676-2629,AFDB,too_long
D4A0M9_F1_nD2,840,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.4347826086956523,4.687408964419174,True,"91-735,776-935,961-995",AFDB,too_long
Q24322_F1_nD1,25,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.052742616033755275,-4.678046699138552,False,41-65,AFDB,too_short
Q8SAG8_F1_nD3,25,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.052742616033755275,-4.678046699138552,False,381-405,AFDB,too_short
U7PN04_F1_nD2,25,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.052742616033755275,-4.678046699138552,False,906-930,AFDB,too_short
K0F2M3_F1_nD1,105,5.1.4.7,5.1.4,5.1,RCC1,390.0,61.087982047603546,0.2692307692307692,-4.665402104425553,True,"46-115,146-180",AFDB,too_short
A0A3Q0KSG5_F1_nD2,25,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.078125,-4.654477050360357,False,126-150,AFDB,too_short
I1K173_F1_nD1,25,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.078125,-4.654477050360357,False,1-25,AFDB,too_short
Q8IIU7_F1_nD1,615,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,1.921875,4.654477050360357,True,"21-270,306-370,416-495,521-680,716-775",AFDB,too_long
I1L317_F1_nD1,25,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.078125,-4.654477050360357,False,1-25,AFDB,too_short
A0A077Z5I8_F1_nD2,35,5.1.3.26,5.1.3,5.1,BNR_2,386.0,75.45122988227929,0.09067357512953368,-4.652011644444207,False,301-335,AFDB,too_short
C0NTZ9_F1_nD2,835,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.420289855072464,4.640061399122011,True,"486-905,961-1375",AFDB,too_long
A0A0C4FEI3_F1_nD3,30,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.06329113924050633,-4.625952637900928,False,836-865,AFDB,too_short
O61770_F1_nD2,115,5.1.2.1,5.1.2,5.1,Glyco_hydro_32N,340.0,48.82674124429412,0.3382352941176471,-4.608130591272942,False,51-165,AFDB,too_short
I1JEZ2_F1_nD3,28,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.0875,-4.607143385441438,False,491-518,AFDB,too_short
Q9NVR0_F1_nD1,25,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.08196721311475409,-4.604448895130245,False,1-25,AFDB,too_short
Q9NVR0_F1_nD5,25,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.08196721311475409,-4.604448895130245,False,676-700,AFDB,too_short
Q95RU0_F1_nD1,25,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.08196721311475409,-4.604448895130245,False,1-25,AFDB,too_short
K7KX42_F1_nD1,25,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.08196721311475409,-4.604448895130245,False,6-30,AFDB,too_short
A0A0P0YCB4_F1_nD1,25,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.08196721311475409,-4.604448895130245,False,166-190,AFDB,too_short
A0A158Q3V7_F1_nD6,530,5.1.3.2,5.1.3,5.1,Ldl_recept_b,285.0,53.35974654281193,1.8596491228070176,4.591476082132999,True,"706-930,976-1280",AFDB,too_long
Q21950_F1_nD1,30,5.1.4.24,5.1.4,5.1,SBP56,460.0,93.87994697721363,0.06521739130434782,-4.580317883055141,False,1-30,AFDB,too_short
K7LDL9_F1_nD1,30,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.09375,-4.575587608828825,False,31-60,AFDB,too_short
Q13049_F1_nD3,30,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.09375,-4.575587608828825,False,326-355,AFDB,too_short
O76904_F1_nD3,30,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.09375,-4.575587608828825,False,516-545,AFDB,too_short
I1MPI2_F1_nD1,30,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.09375,-4.575587608828825,False,31-60,AFDB,too_short
A3BE96_F1_nD2,35,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.07383966244725738,-4.573858576663305,False,146-180,AFDB,too_short
A0A5K4FDY1_F1_nD7,825,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.391304347826087,4.545366268527684,True,"1101-1195,1216-1585,1641-1700,1721-1955,2071-2135",AFDB,too_long
Q920I9_F1_nD1,825,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.391304347826087,4.545366268527684,True,"1-715,796-850,876-905,936-960",AFDB,too_long
Q6Z8S7_F1_nD1,824,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.3884057971014494,4.535896755468252,False,26-849,AFDB,too_long
Q5VTJ3_F1_nD1,30,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.09836065573770492,-4.5222265934314905,False,11-40,AFDB,too_short
Q60EX6_F1_nD2,30,5.1.3.6,5.1.3,5.1,Kelch_1,305.0,60.810752030744325,0.09836065573770492,-4.5222265934314905,False,401-430,AFDB,too_short
Q9UFC0_F1_nD2,65,5.1.4.66,5.1.4,5.1,AUDH_beta_propeller,388.0,71.43222946119701,0.16752577319587628,-4.521768429129853,False,151-215,AFDB,too_short
A0A5K4FCJ9_F1_nD1,40,5.1.4.12,5.1.4,5.1,Sema,474.0,95.98023039887183,0.08438818565400844,-4.521764515425683,False,141-180,AFDB,too_short
K7L8V1_F1_nD1,110,5.1.4.15,5.1.4,5.1,RPE65,497.0,85.98328449058322,0.22132796780684105,-4.50087481878392,False,51-160,AFDB,too_short
A0A0P0XF68_F1_nD1,55,5.1.1.1,5.1.1,5.1,Hemopexin,197.5,31.66139391084868,0.27848101265822783,-4.50074941113609,False,11-65,AFDB,too_short
A0A0R0J9B8_F1_nD2,820,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.3768115942028984,4.498018703230521,True,"291-685,706-1130",AFDB,too_long
A0A175W9G0_F1_nD2,820,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.3768115942028984,4.498018703230521,False,26-845,AFDB,too_long
A0A077ZK53_F1_nD2,35,5.1.2.8,5.1.2,5.1,Glyco_hydro_43,320.0,63.379837693508584,0.109375,-4.496698167297294,False,191-225,AFDB,too_short
Q7XM65_F1_nD2,30,5.1.4.35,5.1.4,5.1,Lactonase,334.5,67.9067681187048,0.08968609865470852,-4.484089118594439,False,141-170,AFDB,too_short
Q54LA9_F1_nD1,30,5.1.4.35,5.1.4,5.1,Lactonase,334.5,67.9067681187048,0.08968609865470852,-4.484089118594439,False,311-340,AFDB,too_short
O14306_F1_nD1,405,5.1.4.49,5.1.4,5.1,PSII_BNR,313.0,20.54061692164076,1.293929712460064,4.478930713277289,True,"6-35,356-385,436-770,1151-1160",AFDB,too_long
U7PY88_F1_nD2,845,5.1.4.36,5.1.4,5.1,MMS1_N,355.0,109.426324825571,2.380281690140845,4.477898721181355,True,"46-820,841-910",AFDB,too_long
Q55FY5_F1_nD2,60,5.1.4.17,5.1.4,5.1,"CPSF_A,MMS1_N",385.0,72.68475810853381,0.15584415584415584,-4.471363852029415,False,556-615,AFDB,too_short
A0A044VI14_F1_nD2,815,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.36231884057971,4.450671137933358,True,"21-405,486-915",AFDB,too_long
A0A1D6IZT1_F1_nD2,815,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.36231884057971,4.450671137933358,False,316-1130,AFDB,too_long
A0A1D6M1W4_F1_nD2,815,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.36231884057971,4.450671137933358,True,"266-290,436-450,476-845,871-1275",AFDB,too_long
A0A5K4EQX2_F1_nD2,815,5.1.4.1,5.1.4,5.1,WD40,345.0,105.602050889395,2.36231884057971,4.450671137933358,True,"1-155,216-845,1611-1640",AFDB,too_long
Q4D2S9_F1_nD1,245,5.1.3.28,5.1.3,5.1,BNR_3,384.0,31.277539560947552,0.6380208333333334,-4.444083580460156,False,6-250,AFDB,too_short
